biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random,bases,bytes,run_file_create_date,age_sam,treatment_sam_ss_dpl55,primary_search,cultivar_sam,dev_stage_sam,ecotype_sam,isolate_sam_ss_dpl100,tissue_sam_ss_dpl145,disease_sam,population_sam_s_dpl40,geo_accession_exp,source_name_sam,developmental_stage_sam,assemblyname,accession_sam,biological_replicate_sam,collected_by_sam,collection_location_sam,graft_combination_sam,growth_protocol_sam_s_dpl216,genotype_sam_ss_dpl92,id_column_sam,biomaterial_provider_sam,photoperiod_sam,sample_time_sam,treatment_time_point_sam_s_dpl419,replicate_sam_ss_dpl121,nominal_length_run,run_id_run,biome_sam,env_package_sam,estimated_size_sam,feature_sam,investigation_type_sam,isol_growth_condt_sam,lat_lon_sam_s_dpl34,material_sam,num_replicons_sam,ploidy_sam,project_name_sam,propagation_sam,ref_biomaterial_sam,strain_sam_ss_dpl139,dangling_references_run,hours_after_treatment_sam,development_stage_sam,fasta_file_run,phenotype_sam,seed_harvest_year_sam,specimen_voucher_sam,host_sam,isolation_source_sam,compartment_sam,sex_calc,breed_sam,sample_type_sam_ss_dpl131,condition_sam_ss_dpl69,transgenic_line_sam_s_dpl414,genetic_background_sam,cell_type_sam_ss_dpl37,line_sam_s_dpl22,sample_group_sam_s_dpl128,time_point_sam,culture_collection_sam_ss_dpl468,sample_sam,location_sam,develomental_stage_sam,cell_line_sam,tmp_sam,seed_length_sam,read_name_barcode_proc_directive_run,growth_condition_sam,file_name_sam,library_id_sam,label_sam,stage_sam,disease_stage_sam_s_dpl172,seed_compartments_tissue_sam,temp_sam,generation_sam_s_dpl91,transgenic_status_sam,preservation_sam,seed_region_sam,seed_weight_sam,trait_sam,treatment_stage_sam,time_after_imbibition_sam,tissue_type_sam_s_dpl410,infection_time_sam,plant_phenotype_sam,time_sam,hours_post_inoculation_sam_s_dpl245,identity_sam,bioproject_id_sam,sample_title_sam,sampling_time_point_sam_s_dpl522,transgene_sam,height_or_length_sam,id_sam,growth_stage_sam,treatment_time_sam,distinctive_attribute_sam,phosphorus_conccentration_sam,age_at_rna_extraction_sam,timepoint_sam_ss_dpl17,genotype_variation_sam,sample_id_sam,tissue_source_sam,experimental_factor__7_1_exp,broker_name_sam,common_name_sam,ena_first_public_sam_dt_dpl178,ena_last_update_sam_ss_dpl537,external_id_sam,insdc_center_alias_sam,insdc_center_name_sam,insdc_first_public_sam,insdc_last_update_sam,insdc_status_sam,metabolic_process_sam,organism_part_sam,submitter_id_sam,agent_sam,block_sam,sample_summary_sam,purification_sam,gene_insert_sam,strain_ecotype_sam,tissue_and_developemental_stage_sam,technique_sam,day_moved_sam,ion_stress_sam,vigs_sam,infection_sam,fungal_isolate_sam,_48_h_inoculation_sam,sampling_time__h__sam,reference_annotation_used_for_mapping_sam,root_zone_sam,days_after_treatment_sam,dehydration_sam,glyceollins_elicitation_sam,medium_ph_sam,replication_sam_s_dpl43,cummulative_precipitation_at_sampling_sam,sampling_date_sam,temperature_at_sampling_sam,seed_field_emergence_sam,time_of_seed_harvest_sam,pi_email_run,pi_name_run,pi_orcid_run,pi_organization_run,subregion_sam,total_rna_input_amount_sam,identifier_seq_id_sam,truseq_index_500_sam,truseq_index_700_sam,well_position_sam,inoculation_sam,cultivar_line_sam,tissue_1_sam,tissue_2_sam,cultivar_genotype_sam,library_type_sam_s_dpl277,mutant_sam,tissue_developmental_stage_sam,experimental_factor__cultivar_exp,experimental_factor__growth_condition_exp,experimental_factor__time_exp,ena_first_public_sam,ena_last_update_sam,scientific_name_sam,dawei_sam,md5sum_sam,ozone_level_sam,replicates_sam_s_dpl124,experimental_factor__phenotype_exp,infect_sam,body_site_sam,specific_host_sam,cultivars_sam,pigmentation_sam,design_description_sam,filetype_sam,instrument_model_sam,library_layout_sam,library_selection_sam,library_source_sam,library_strategy_sam,platform_sam,title_sam,graft_scion_sam,graft_stock_sam,manganese_concentration_sam,tem_sam,fusarium_virguliforme_strain_sam,soybean_cultivar_sam,tissue_age_sam_s_dpl615,experimental_factor__6_0_exp,tag_sam,filename2_sam,filename_sam,reference_annotation_sam,inoculation_treatment_sam,mg_concentration_sam,cultivar_id_sam,cultivar_type_sam,innoculation_sam,experimental_factor__1_8_exp,tissue_3_sam,tissue_4_sam,description_sam,individual_sam,env_broad_scale_sam,env_local_scale_sam,env_medium_sam,quality_book_char_run,quality_scoring_system_run,accession_ecotype_sam,tissue_and_developmental_stage_sam,experimental_factor__1_4_exp,concentration_sam,cultivation_pattren_sam,er_gfp_sam,subsrc_note_sam_s_dpl392,authors_sam,env_biome_sam
SAMN21359750,SRR16640938,RNA-Seq,USDA,public,SRX12841864,G15_PI68685_Leaf_Suf_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167779,Glycine max,SRP336396,2021-11-03,PRJNA706999,4.0,,150.0,11.0,,GOLS15-2,[Plant],,China,Asia,[China],,,,"[sra, run.zq, fastq]","[gs, s3, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.851256240110926,11278200.0,4985969.0,2021-10-30T20:19:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359750', '706999', 'G15_PI68685_Leaf_Suf_Rep2', 'GOLS15-2', 'GOLS15-2.fastq.gz', 'PRJNA706999', 'SAMN21359750', 'SRP336396', 'SRR16640938', 'SRS10167779', 'SRX12841864']",265,,,,1st trifoliolate leaflets,,,,,,,PI 068685,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359751,SRR15899111,RNA-Seq,USDA,public,SRX12189939,G15_PI68685_Leaf_Suf_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167780,Glycine max,SRP336396,2021-11-03,PRJNA706999,256.0,,128.0,1871.0,,GOLS15-3,[Plant],,China,Asia,[China],,,,"[run.zq, sra]","[ncbi, gs, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.451851158959722,1871372314.0,268579774.0,2021-09-14T19:35:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359751', '706999', 'G15_PI68685_Leaf_Suf_Rep3', 'GOLS15-3', 'GOLS15-3_R_sort.bam', 'PRJNA706999', 'SAMN21359751', 'SRP336396', 'SRR15899111', 'SRS10167780', 'SRX12189939']",265,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 068685,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359752,SRR16640922,RNA-Seq,USDA,public,SRX12841880,G15_PI68685_Leaf_Def_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167781,Glycine max,SRP336396,2021-11-03,PRJNA706999,1715.0,,150.0,5230.0,,GOLD15-1,[Plant],,China,Asia,[China],,,,"[fastq, sra, run.zq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.986151933150544,5230819500.0,1798618190.0,2021-10-30T20:34:00.000Z,60 minutes after iron stress,Deficient iron,"['21359752', '706999', 'G15_PI68685_Leaf_Def_Rep1', 'GOLD15-1', 'GOLD15-1.fastq.gz', 'PRJNA706999', 'SAMN21359752', 'SRP336396', 'SRR16640922', 'SRS10167781', 'SRX12841880']",265,,,,1st trifoliolate leaflets,,,,,,,PI 068685,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359753,SRR15899109,RNA-Seq,USDA,public,SRX12189941,G15_PI68685_Leaf_Def_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167782,Glycine max,SRP336396,2021-11-03,PRJNA706999,120.0,,129.0,1133.0,,GOLD15-2,[Plant],,China,Asia,[China],,,,"[run.zq, sra]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.840422529740563,1133905034.0,125895711.0,2021-09-14T19:34:00.000Z,60 minutes after iron stress,Deficient iron,"['21359753', '706999', 'G15_PI68685_Leaf_Def_Rep2', 'GOLD15-2', 'GOLD15-2_R_sort.bam', 'PRJNA706999', 'SAMN21359753', 'SRP336396', 'SRR15899109', 'SRS10167782', 'SRX12189941']",265,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 068685,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359754,SRR16640935,RNA-Seq,USDA,public,SRX12841867,G15_PI68685_Leaf_Def_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167783,Glycine max,SRP336396,2021-11-03,PRJNA706999,971.0,,150.0,2768.0,,GOLD15-3,[Plant],,China,Asia,[China],,,,"[sra, run.zq, fastq]","[s3, ncbi, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.931647090829537,2768227950.0,1018943336.0,2021-10-30T20:24:00.000Z,60 minutes after iron stress,Deficient iron,"['21359754', '706999', 'CORONAVIRIDAE', 'G15_PI68685_Leaf_Def_Rep3', 'GOLD15-3', 'GOLD15-3.fastq.gz', 'PRJNA706999', 'SAMN21359754', 'SRP336396', 'SRR16640935', 'SRS10167783', 'SRX12841867']",265,,,,1st trifoliolate leaflets,,,,,,,PI 068685,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359755,SRR15899106,RNA-Seq,USDA,public,SRX12189944,G16_PI54854_Leaf_Suf_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167784,Glycine max,SRP336396,2021-11-03,PRJNA706999,596.0,,129.0,5568.0,,GOLS16-1,[Plant],,China,Asia,[China],,,,"[run.zq, sra]","[ncbi, s3, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.748062342545441,5568648308.0,625795632.0,2021-09-14T19:46:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359755', '706999', 'G16_PI54854_Leaf_Suf_Rep1', 'GOLS16-1', 'GOLS16-1_R_sort.bam', 'PRJNA706999', 'SAMN21359755', 'SRP336396', 'SRR15899106', 'SRS10167784', 'SRX12189944']",No. 168,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 054854,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359756,SRR15899105,RNA-Seq,USDA,public,SRX12189945,G16_PI54854_Leaf_Suf_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167785,Glycine max,SRP336396,2021-11-03,PRJNA706999,159.0,,128.0,1403.0,,GOLS16-2,[Plant],,China,Asia,[China],,,,"[run.zq, sra]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.51938347431243,1403543233.0,166918728.0,2021-09-14T19:35:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359756', '706999', 'G16_PI54854_Leaf_Suf_Rep2', 'GOLS16-2', 'GOLS16-2_R_sort.bam', 'PRJNA706999', 'SAMN21359756', 'SRP336396', 'SRR15899105', 'SRS10167785', 'SRX12189945']",No. 168,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 054854,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359757,SRR16640931,RNA-Seq,USDA,public,SRX12841871,G16_PI54854_Leaf_Suf_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167786,Glycine max,SRP336396,2021-11-03,PRJNA706999,1034.0,,150.0,2945.0,,GOLS16-3,[Plant],,China,Asia,[China],,,,"[sra, fastq, run.zq]","[ncbi, s3, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.874385293819769,2945238150.0,1084467149.0,2021-10-30T20:26:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359757', '706999', 'G16_PI54854_Leaf_Suf_Rep3', 'GOLS16-3', 'GOLS16-3.fastq.gz', 'PRJNA706999', 'SAMN21359757', 'SRP336396', 'SRR16640931', 'SRS10167786', 'SRX12841871']",No. 168,,,,1st trifoliolate leaflets,,,,,,,PI 054854,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359758,SRR16640930,RNA-Seq,USDA,public,SRX12841872,G16_PI54854_Leaf_Def_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167787,Glycine max,SRP336396,2021-11-03,PRJNA706999,1506.0,,150.0,4618.0,,GOLD16-1,[Plant],,China,Asia,[China],,,,"[run.zq, fastq, sra]","[s3, gs, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.560353264775624,4618905150.0,1579975981.0,2021-10-30T20:33:00.000Z,60 minutes after iron stress,Deficient iron,"['21359758', '706999', 'G16_PI54854_Leaf_Def_Rep1', 'GOLD16-1', 'GOLD16-1.fastq.gz', 'PRJNA706999', 'SAMN21359758', 'SRP336396', 'SRR16640930', 'SRS10167787', 'SRX12841872']",No. 168,,,,1st trifoliolate leaflets,,,,,,,PI 054854,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359759,SRR15899102,RNA-Seq,USDA,public,SRX12189948,G16_PI54854_Leaf_Def_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167788,Glycine max,SRP336396,2021-11-03,PRJNA706999,131.0,,128.0,1264.0,,GOLD16-2,[Plant],,China,Asia,[China],,,,"[run.zq, sra]","[gs, s3, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.928064173105392,1264292511.0,138274919.0,2021-09-14T19:33:00.000Z,60 minutes after iron stress,Deficient iron,"['21359759', '706999', 'G16_PI54854_Leaf_Def_Rep2', 'GOLD16-2', 'GOLD16-2_R_sort.bam', 'PRJNA706999', 'SAMN21359759', 'SRP336396', 'SRR15899102', 'SRS10167788', 'SRX12189948']",No. 168,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 054854,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359760,SRR15899101,RNA-Seq,USDA,public,SRX12189949,G16_PI54854_Leaf_Def_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167789,Glycine max,SRP336396,2021-11-03,PRJNA706999,205.0,,127.0,1539.0,,GOLD16-3,[Plant],,China,Asia,[China],,,,"[sra, run.zq]","[gs, ncbi, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.72622183713654,1539066988.0,215249597.0,2021-09-14T19:35:00.000Z,60 minutes after iron stress,Deficient iron,"['21359760', '706999', 'G16_PI54854_Leaf_Def_Rep3', 'GOLD16-3', 'GOLD16-3_R_sort.bam', 'PRJNA706999', 'SAMN21359760', 'SRP336396', 'SRR15899101', 'SRS10167789', 'SRX12189949']",No. 168,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 054854,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359761,SRR15899100,RNA-Seq,USDA,public,SRX12189950,G17_PI548533_Leaf_Suf_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167790,Glycine max,SRP336396,2021-11-03,PRJNA706999,455.0,,129.0,4198.0,,GOLS17-1,[Plant],,USA,North America,[USA],,,,"[run.zq, sra]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.92755402970891,4198407253.0,477738619.0,2021-09-14T19:39:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359761', '706999', 'G17_PI548533_Leaf_Suf_Rep1', 'GOLS17-1', 'GOLS17-1_R_sort.bam', 'PRJNA706999', 'SAMN21359761', 'SRP336396', 'SRR15899100', 'SRS10167790', 'SRX12189950']",Clark,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 548533,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359762,SRR15899099,RNA-Seq,USDA,public,SRX12189951,G17_PI548533_Leaf_Suf_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167791,Glycine max,SRP336396,2021-11-03,PRJNA706999,140.0,,128.0,1204.0,,GOLS17-2,[Plant],,USA,North America,[USA],,,,"[sra, run.zq]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.671788363027281,1204207364.0,147070857.0,2021-09-14T19:34:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359762', '706999', 'G17_PI548533_Leaf_Suf_Rep2', 'GOLS17-2', 'GOLS17-2_R_sort.bam', 'PRJNA706999', 'SAMN21359762', 'SRP336396', 'SRR15899099', 'SRS10167791', 'SRX12189951']",Clark,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 548533,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359763,SRR15899098,RNA-Seq,USDA,public,SRX12189952,G17_PI548533_Leaf_Suf_Rep3,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167792,Glycine max,SRP336396,2021-11-03,PRJNA706999,304.0,,128.0,2238.0,,GOLS17-3,[Plant],,USA,North America,[USA],,,,"[sra, run.zq]","[s3, gs, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.988217204890456,2238864327.0,319257151.0,2021-09-14T19:35:00.000Z,60 minutes after iron stress,Sufficient iron,"['21359763', '706999', 'G17_PI548533_Leaf_Suf_Rep3', 'GOLS17-3', 'GOLS17-3_R_sort.bam', 'PRJNA706999', 'SAMN21359763', 'SRP336396', 'SRR15899098', 'SRS10167792', 'SRX12189952']",Clark,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 548533,Rep 3 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359764,SRR15899097,RNA-Seq,USDA,public,SRX12189953,G17_PI548533_Leaf_Def_Rep1,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167793,Glycine max,SRP336396,2021-11-03,PRJNA706999,227.0,,128.0,2032.0,,GOLD17-1,[Plant],,USA,North America,[USA],,,,"[run.zq, sra]","[ncbi, s3, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.852763953434744,2032879326.0,239032091.0,2021-09-14T19:35:00.000Z,60 minutes after iron stress,Deficient iron,"['21359764', '706999', 'G17_PI548533_Leaf_Def_Rep1', 'GOLD17-1', 'GOLD17-1_R_sort.bam', 'PRJNA706999', 'SAMN21359764', 'SRP336396', 'SRR15899097', 'SRS10167793', 'SRX12189953']",Clark,,,,1st trifoliolate leaflets,,,,,,GCA_000004515.4,PI 548533,Rep 1 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN21359765,SRR16641134,RNA-Seq,USDA,public,SRX12841668,G17_PI548533_Leaf_Def_Rep2,Illumina HiSeq 2500,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS10167590,Glycine max,SRP336396,2021-11-03,PRJNA706999,735.0,,150.0,2289.0,,GOLD17-2,[Plant],,USA,North America,[USA],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.649684601024179,2289678450.0,770870795.0,2021-10-30T20:41:00.000Z,60 minutes after iron stress,Deficient iron,"['21359765', '706999', 'G17_PI548533_Leaf_Def_Rep2', 'GOLD17-2', 'GOLD17-2.fastq.gz', 'PRJNA706999', 'SAMN21359765', 'SRP336396', 'SRR16641134', 'SRS10167590', 'SRX12841668']",Clark,,,,1st trifoliolate leaflets,,,,,,,PI 548533,Rep 2 of 3,"M.A.G., J.A.O., C.E.M.","Ames, IA",,Hydroponics in growth chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
