biosample,attr
SAMN39637168,"{'title': 'OE_GmGDPD2_root_NP_14days_rep1', 'Identifiers': {'BioSample': 'SAMN39637168', 'Sample name': 'OE_19Gjia1_R', 'SRA': 'SRS20297145'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'OE_GmGDPD2', 'age': 'not collected', 'tissue': 'Root', 'treatment': 'NP_normalphosphate(Pi)supply(500μM_Pi)'}, 'Accession': 'SAMN39637168', 'ID': '39637168'}"
SAMN15648451,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648451', 'Sample name': 'd2-11', 'SRA': 'SRS7092829'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P450', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648451', 'ID': '15648451'}"
SAMN40001445,"{'title': 'S2B_2', 'Identifiers': {'BioSample': 'SAMN40001445', 'Sample name': 'S2B_2', 'SRA': 'SRS20640387'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Glycine max', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'seed', 'treatment': 'no', 'replicate': 'replicate = biological replication 2'}, 'Accession': 'SAMN40001445', 'ID': '40001445'}"
SAMN15648239,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648239', 'Sample name': 'a7-12', 'SRA': 'SRS7092794'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P216', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648239', 'ID': '15648239'}"
SAMN32153879,"{'title': 'Varieties of 470', 'Identifiers': {'BioSample': 'SAMN32153879', 'Sample name': 'JL259', 'SRA': 'SRS16267375'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153879', 'ID': '32153879'}"
SAMN26420995,"{'title': 'plant1', 'Identifiers': {'BioSample': 'SAMN26420995', 'Sample name': 'WT-1', 'SRA': 'SRS12267532'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Plant', 'cultivar': '1Huachun 6', 'age': '8 hours after treatment', 'tissue': 'Soybean root'}, 'Accession': 'SAMN26420995', 'ID': '26420995'}"
SAMN35528414,"{'title': 'Soybean root genome', 'Identifiers': {'BioSample': 'SAMN35528414', 'Sample name': 'A1R1R2', 'SRA': 'SRS17846205'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'HN48', 'age': 'missing', 'tissue': 'Root', 'replicate': 'A1R1R2'}, 'Accession': 'SAMN35528414', 'ID': '35528414'}"
SAMN32613974,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN32613974', 'Sample name': 'T2', 'SRA': 'SRS16376690'}, 'Organism': 'Glycine max', 'Attributes': {'ecotype': 'not collected', 'age': 'on the 25th day', 'tissue': 'nodule', 'treatment': 'U4+H2', 'replicate': 'biological replicate2'}, 'Accession': 'SAMN32613974', 'ID': '32613974'}"
SAMN29470432,"{'title': 'Transcriptome', 'Identifiers': {'BioSample': 'SAMN29470432', 'Sample name': 'Root_S122_1.fq.gz', 'SRA': 'SRS13646094'}, 'Organism': 'Glycine max', 'Attributes': {'ID': '9', 'isolate': 'not applicable', 'cultivar': 'Suinong14', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'Root', 'treatment': 'Mock'}, 'Accession': 'SAMN29470432', 'ID': '29470432'}"
SAMN23131692,"{'title': 'Clark Root tissue; BPMV-VIGS with ARR4+GLU1 target; Rep4-Bucket2', 'Identifiers': {'BioSample': 'SAMN23131692', 'Sample name': 'AGgroup_AG_Root_Rep4_Bucket2', 'SRA': 'SRS11064719'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '12 days after BPMV-VIGS inoculation', 'tissue': 'whole root', 'collection_location': 'Ames, IA', 'treatment': 'AG gene group; ARR4+GLU1 target', 'biological_replicate': 'Rep 4 of 4'}, 'Accession': 'SAMN23131692', 'ID': '23131692'}"
SAMN34062141,"{'title': 'soybean-root_t40min-sucrosel_biol-rep1', 'Identifiers': {'BioSample': 'SAMN34062141', 'SRA': 'SRS17217064', 'GEO': 'GSM7142255'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': '2 cm root sections with roottip', 'treatment': '10 mM sucrose for 40 min'}, 'Accession': 'SAMN34062141', 'ID': '34062141'}"
SAMN30428957,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30428957', 'Sample name': 'Gm100M_2', 'SRA': 'SRS14734157'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Root2 of Glycine max under stress', 'cultivar': 'not applicable', 'ecotype': 'not collected', 'age': 'One month', 'tissue': 'Root'}, 'Accession': 'SAMN30428957', 'ID': '30428957'}"
SAMN08287171,"{'title': 'Model organism or animal sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN08287171', 'Sample name': 'TZX-089', 'SRA': 'SRS2838476'}, 'Organism': 'Glycine max', 'Attributes': {'strain': 'missing', 'isolate': 'missing', 'breed': 'landrace9', 'cultivar': 'missing', 'ecotype': 'landrace', 'age': 'missing', 'sex': 'missing', 'tissue': 'stem'}, 'Accession': 'SAMN08287171', 'ID': '8287171'}"
SAMN19322166,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN19322166', 'Sample name': 'A05-12-2', 'SRA': 'SRS9146207'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'missing', 'age': '30 days after sowing', 'tissue': 'leaf', 'treatment': 'A05-12-2'}, 'Accession': 'SAMN19322166', 'ID': '19322166'}"
SAMN07202313,"{'title': 'Davis_RNA-seq', 'Identifiers': {'BioSample': 'SAMN07202313', 'SRA': 'SRS2260009', 'GEO': 'GSM2651603'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'cultivar': 'Davis'}, 'Accession': 'SAMN07202313', 'ID': '7202313'}"
SAMN10588609,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN10588609', 'Sample name': '21re_PI 587982 A_ESPS 2011_mature_rep_3', 'SRA': 'SRS4134050'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI 587982 A / Huang mao bai shui dou replicate 3', 'tissue': 'PI 587982 A_ESPS 2011_mature_rep_3', 'genotype': 'PI 587982 A / Huang mao bai shui dou', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}, 'Accession': 'SAMN10588609', 'ID': '10588609'}"
SAMN15648122,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648122', 'Sample name': 'a8-20', 'SRA': 'SRS7092875'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P090', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648122', 'ID': '15648122'}"
SAMN08287178,"{'title': 'Model organism or animal sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN08287178', 'Sample name': 'TZX-264', 'SRA': 'SRS2838448'}, 'Organism': 'Glycine max', 'Attributes': {'strain': 'missing', 'isolate': 'missing', 'breed': 'G.soja2', 'cultivar': 'missing', 'ecotype': 'G.soja', 'age': 'missing', 'sex': 'missing', 'tissue': 'stem'}, 'Accession': 'SAMN08287178', 'ID': '8287178'}"
SAMN18877666,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN18877666', 'Sample name': 'GSS', 'SRA': 'SRS8777974'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Glycine soja', 'tissue': 'shoot', 'treatment': 'stress'}, 'Accession': 'SAMN18877666', 'ID': '18877666'}"
SAMN34510062,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN34510062', 'Sample name': 'LCK2R_3', 'SRA': 'SRS17531074'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'CK2-roots', 'cultivar': 'Xudou18', 'ecotype': 'Glycine', 'age': '3d', 'tissue': 'root'}, 'Accession': 'SAMN34510062', 'ID': '34510062'}"
SAMN12099654,"{'title': 'Soybean root inoculated with Fusarium viguliforme at 10 DPI mRNA', 'Identifiers': {'BioSample': 'SAMN12099654', 'Sample name': 'SFv1_D10', 'SRA': 'SRS5081923'}, 'Organism': 'Glycine max', 'Attributes': {'replicate': '1', 'isolate': 'NA', 'cultivar': 'Sloan', 'ecotype': 'NA', 'age': '10 DPI', 'tissue': 'root', 'treatment': 'Fusarium virgliforme Inoculated'}, 'Accession': 'SAMN12099654', 'ID': '12099654'}"
SAMN31100625,"{'title': 'Race1-1dpi-replicate2', 'Identifiers': {'BioSample': 'SAMN31100625', 'Sample name': 'Race1-1dpi-2', 'SRA': 'SRS15286843'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang13', 'age': '1dpi', 'tissue': 'root', 'phenotype': 'Race1', 'replicate': '2'}, 'Accession': 'SAMN31100625', 'ID': '31100625'}"
SAMN13743065,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN13743065', 'Sample name': 'CK1', 'SRA': 'SRS5959168'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'HN48', 'tissue': 'root', 'treatment': 'CK1'}, 'Accession': 'SAMN13743065', 'ID': '13743065'}"
SAMN02358872,"{'title': 'SD_G4_T5_B', 'Identifiers': {'BioSample': 'SAMN02358872', 'SRA': 'SRS482213', 'GEO': 'GSM1234642'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'ClarkNIL-L66-432', 'treatment': 'Short Day (10L:14D)', 'timepoint': 'evening 10:30 pm'}, 'Accession': 'SAMN02358872', 'ID': '2358872'}"
SAMN22841292,"{'title': 'IsoClark scion on Clark rootstock (Iso/Clk), 120 minutes after transfer, rep 3 root tissue, deficient iron', 'Identifiers': {'BioSample': 'SAMN22841292', 'Sample name': 'G2_120min_Rep3_Root_Def', 'SRA': 'SRS10903006'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '120 minutes after transfer', 'tissue': 'whole root', 'collection_location': 'Ames, IA', 'graft_combination': 'G2 (Iso/Clk)', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 3 of 3'}, 'Accession': 'SAMN22841292', 'ID': '22841292'}"
SAMN02870693,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN02870693', 'Sample name': 'D9', 'SRA': 'SRS655339'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI399093', 'tissue': 'root'}, 'Accession': 'SAMN02870693', 'ID': '2870693'}"
SAMN18614020,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN18614020', 'Sample name': 'La36_3', 'SRA': 'SRS8634687'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Glycine max (Linn.) Merr cv.Dongnong713', 'age': '36-hour-old', 'tissue': 'hypocotyl', 'replicate': 'biological replicate 3', 'treatment': 'under LaCl3'}, 'Accession': 'SAMN18614020', 'ID': '18614020'}"
SAMD00276096,"{'title': 'Root sample of soybean cultivated in Plot-4, collected on 2018-08-21', 'Identifiers': {'BioSample': 'SAMD00276096', 'SRA': 'DRS277245'}, 'Organism': 'Glycine max', 'Attributes': {'biological_replicate': 'hairy vetch application, biological replicate 2'}, 'Accession': 'SAMD00276096', 'ID': '32887211'}"
SAMN09715846,"{'title': 'YH23_2A7', 'Identifiers': {'BioSample': 'SAMN09715846', 'SRA': 'SRS3595873', 'GEO': 'GSM3306544'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'SD', 'genotype': '4'}, 'Accession': 'SAMN09715846', 'ID': '9715846'}"
SAMN03274490,"{'title': 'ST111_B2', 'Identifiers': {'BioSample': 'SAMN03274490', 'SRA': 'SRS805905', 'GEO': 'GSM1575751'}, 'Organism': 'Glycine max', 'Attributes': {'transgene': 'myelin-basic protein sigma conjugate', 'generation': '3rd', 'cultivar': 'Williams 82'}, 'Accession': 'SAMN03274490', 'ID': '3274490'}"
SAMN31760294,"{'title': 'Heat stress soybean flower ovary replicate 2', 'Identifiers': {'BioSample': 'SAMN31760294', 'SRA': 'SRS15780877', 'GEO': 'GSM6735472'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'Ovary', 'treatment': 'Heat stress'}, 'Accession': 'SAMN31760294', 'ID': '31760294'}"
SAMN06313235,"{'title': 'Gene expression analysis of Glycine max williams82 - Stem - 039-F06', 'Identifiers': {'BioSample': 'SAMN06313235', 'SRA': 'SRS2154067', 'DOE Joint Genome Institute': 'Gp0176325'}, 'Organism': 'Glycine max', 'Attributes': {'ploidy': 'missing', 'propagation': 'missing', 'cultivar': 'Williams82', 'host': 'not applicable'}, 'Accession': 'SAMN06313235', 'ID': '6313235'}"
SAMN07202299,"{'title': 'PI 507.681B_RNA-seq', 'Identifiers': {'BioSample': 'SAMN07202299', 'SRA': 'SRS2259950', 'GEO': 'GSM2651544'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'cultivar': 'PI 507.681B'}, 'Accession': 'SAMN07202299', 'ID': '7202299'}"
SAMN32153424,"{'title': 'Varieties of 15', 'Identifiers': {'BioSample': 'SAMN32153424', 'Sample name': 'C20', 'SRA': 'SRS16216763'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153424', 'ID': '32153424'}"
SAMN31202779,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN31202779', 'Sample name': 'MU-1h-PS-2h-3', 'SRA': 'SRS15353185'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams82', 'ecotype': '17', 'age': '3 days', 'tissue': 'hypocotyl'}, 'Accession': 'SAMN31202779', 'ID': '31202779'}"
SAMN08912398,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN08912398', 'Sample name': 'Xu_Heat_1', 'SRA': 'SRS3157899'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'WILLIAM-82', 'age': '45Days', 'tissue': 'Leaf'}, 'Accession': 'SAMN08912398', 'ID': '8912398'}"
SAMN23131674,"{'title': 'Clark Root tissue; BPMV-VIGS with GLU1 target; Rep3-Bucket2', 'Identifiers': {'BioSample': 'SAMN23131674', 'Sample name': 'AGgroup_GLU1_Root_Rep3_Bucket2', 'SRA': 'SRS11064700'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '12 days after BPMV-VIGS inoculation', 'tissue': 'whole root', 'collection_location': 'Ames, IA', 'treatment': 'AG gene group; GLU1 target', 'biological_replicate': 'Rep 3 of 4'}, 'Accession': 'SAMN23131674', 'ID': '23131674'}"
SAMN01886350,"{'title': 'R-11268-RNA-Seq-rep3 control', 'Identifiers': {'BioSample': 'SAMN01886350', 'SRA': 'SRS385738', 'GEO': 'GSM1062921'}, 'Organism': 'Glycine max', 'Attributes': {'ecotype': 'R-11268', 'tissue': 'Trifoliolate leaves', 'age': '3 week', 'genotype': 'RIL-11268', 'treatment': '190 mmol PAR m-2s-1, 230C, 60% R.H., 16 h photoperiod, and 5 ml of mock solution [autoclaved ddiH2O plus equivalent amount of dimethyl sulfoxide (DMSO; Fisher Scientific)'}, 'Accession': 'SAMN01886350', 'ID': '1886350'}"
SAMN15648256,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648256', 'Sample name': 'a2-20', 'SRA': 'SRS7092891'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P235', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648256', 'ID': '15648256'}"
SAMN11536758,"{'title': 'R232_488_100', 'Identifiers': {'BioSample': 'SAMN11536758', 'SRA': 'SRS4704515', 'GEO': 'GSM3740850'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'Immature cotyledon', 'cultivar': 'Jack mutant', 'generation': '2'}, 'Accession': 'SAMN11536758', 'ID': '11536758'}"
SAMN29132393,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29132393', 'Sample name': 'F3D-3', 'SRA': 'SRS13500568'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang 13', 'age': 'trefoil period', 'tissue': 'rot', 'replicate': 'replicate = biological replicate 12'}, 'Accession': 'SAMN29132393', 'ID': '29132393'}"
SAMN09721527,"{'title': 'B3: Cold treatment 1 hour rep3', 'Identifiers': {'BioSample': 'SAMN09721527', 'SRA': 'SRS3597402', 'GEO': 'GSM3307257'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams82 PI518671', 'tissue': 'Unifoliates'}, 'Accession': 'SAMN09721527', 'ID': '9721527'}"
SAMN14360504,"{'title': 'Soybean_SB2', 'Identifiers': {'BioSample': 'SAMN14360504', 'Sample name': 'SB2', 'SRA': 'SRS6306364'}, 'Organism': 'Glycine max', 'Attributes': {'title': 'Soybean_SB2', 'isolate': 'NA', 'age': 'NA', 'tissue': 'Leaf'}, 'Accession': 'SAMN14360504', 'ID': '14360504'}"
SAMN18736600,"{'title': '2MWT-N-stage1-rep2', 'Identifiers': {'BioSample': 'SAMN18736600', 'SRA': 'SRS8698123', 'GEO': 'GSM5239827'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'MIPS1/mrp-l/MRP-N', 'tissue': 'seed'}, 'Accession': 'SAMN18736600', 'ID': '18736600'}"
SAMN15648056,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648056', 'Sample name': 'a8-10', 'SRA': 'SRS7092779'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P020', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648056', 'ID': '15648056'}"
SAMD00549639,"{'title': 'Leaf sample of wild type soybean, replicate 2', 'Identifiers': {'BioSample': 'SAMD00549639', 'SRA': 'DRS326050'}, 'Organism': 'Glycine max', 'Attributes': {'age': 'missing', 'cultivar': 'ENREI', 'replicate': 'biological replicate 2', 'tissue': 'Leaf'}, 'Accession': 'SAMD00549639', 'ID': '37384368'}"
SAMN36630250,"{'title': 'Combined acidity+water deficit+low phosphate leaves replicate 3', 'Identifiers': {'BioSample': 'SAMN36630250', 'SRA': 'SRS18369459', 'GEO': 'GSM7653573'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate'}, 'Accession': 'SAMN36630250', 'ID': '36630250'}"
SAMN41726384,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN41726384', 'Sample name': 'HP2_DS_3', 'SRA': 'SRS21544437'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'HPLO_3', 'tissue': 'seed'}, 'Accession': 'SAMN41726384', 'ID': '41726384'}"
SAMN12040120,"{'title': 'Stem_Inf_36H', 'Identifiers': {'BioSample': 'SAMN12040120', 'Sample name': 'Stem_Inf_36H', 'SRA': 'SRS4957160'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI 437970', 'age': '36 HAI', 'tissue': 'Stem', 'disease': 'Phialophora gregata', 'treatment': 'Infected'}, 'Accession': 'SAMN12040120', 'ID': '12040120'}"
SAMN36630289,"{'title': 'Low phosphate leaves replicate 3', 'Identifiers': {'BioSample': 'SAMN36630289', 'SRA': 'SRS18369424', 'GEO': 'GSM7653534'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Low phosphate (phosphate concentration was reduced by 90%)'}, 'Accession': 'SAMN36630289', 'ID': '36630289'}"
SAMN21359878,"{'title': 'Root tissue, PI 547430 (G18), deficient iron conditions', 'Identifiers': {'BioSample': 'SAMN21359878', 'Sample name': 'G18_PI547430_Root_Def_Rep1', 'SRA': 'SRS10167713'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 1 of 3'}, 'Accession': 'SAMN21359878', 'ID': '21359878'}"
SAMN05327841,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN05327841', 'Sample name': 'aphid_res_48h_rep2', 'SRA': 'SRS1531570'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Near isogenic line carrying the PI567301B allele at Rag5 locus', 'tissue': 'Leaf', 'genotype': 'PI567301B allele at Rag5 locus', 'phenotype': 'Resistant to aphid biotype 2', 'treatment': '48 hours after infestation', 'replicate': 'biological replicate2'}, 'Accession': 'SAMN05327841', 'ID': '5327841'}"
SAMN21359823,"{'title': 'Root tissue, PI 092465 (G9), sufficient iron conditions', 'Identifiers': {'BioSample': 'SAMN21359823', 'Sample name': 'G9_PI92465_Root_Suf_Rep3', 'SRA': 'SRS10167652'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Xapsunchoe Onormnoe', 'accession': 'PI 092465', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 3 of 3'}, 'Accession': 'SAMN21359823', 'ID': '21359823'}"
SAMN11340103,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN11340103', 'Sample name': '8C_50 biotype 2_ 15 biotype1_Day11', 'SRA': 'SRS4581558'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'LD12-15813Ra', 'ecotype': 'not applicable', 'age': 'V2 stage', 'tissue': 'Leaves', 'file_name': '8C.fastq', 'library_id': '10'}, 'Accession': 'SAMN11340103', 'ID': '11340103'}"
SAMN02742651,"{'title': 'Na12hrR2', 'Identifiers': {'BioSample': 'SAMN02742651', 'SRA': 'SRS600310', 'GEO': 'GSM1377942'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Williams 82', 'tissue': 'root'}, 'Accession': 'SAMN02742651', 'ID': '2742651'}"
SAMN21359815,"{'title': 'Root tissue, PI 153280 (G8), sufficient iron conditions', 'Identifiers': {'BioSample': 'SAMN21359815', 'Sample name': 'G8_PI153280_Root_Suf_Rep1', 'SRA': 'SRS10167644'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Savi', 'accession': 'PI 153280', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 1 of 3'}, 'Accession': 'SAMN21359815', 'ID': '21359815'}"
SAMN06277427,"{'title': 'ZT20_rep3', 'Identifiers': {'BioSample': 'SAMN06277427', 'SRA': 'SRS1945848', 'GEO': 'GSM2471337'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'age': '11-day old'}, 'Accession': 'SAMN06277427', 'ID': '6277427'}"
