biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random
SAMN01886341,SRR648504,RNA-Seq,GEO,public,SRX216870,GSM1062912,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS385729,Glycine max,SRP017937,2014-01-08,PRJNA186522,2692.0,,51.0,3958.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464351781059196
SAMN15648264,SRR12328538,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828620,a4-17,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092901,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P244,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464282267511718
SAMN27616105,SRR18788741,RNA-Seq,KYUNGPOOK NATIONAL UNIVERSITY,public,SRX14888094,Gm_root_Si-2,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS12641563,Glycine max,SRP370756,2022-04-18,PRJNA827666,1926.0,,302.0,5087.0,,4,[Plant],,South Korea,Asia,[South Korea: Daegu],,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464282190580037
SAMN09843639,SRR7702605,RNA-Seq,GEO,public,SRX4559928,GSM3335917,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3676628,Glycine max,SRP158130,2022-08-17,PRJNA486345,2743.0,,300.0,7184.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.464080138410575
SAMN29494548,SRR20079136,RNA-Seq,UNIVERSITY OF ILLINOIS,public,SRX16116933,B_96,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS13779523,Glycine max,SRP385895,2023-08-01,PRJNA855551,5076.0,,309.0,11213.0,,B96_ACAGTG_L006,[Plant],,USA,North America,[USA],,,,"[run.zq, sra, fastq]","[ncbi, gs, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.46399901517006
SAMN32153632,SRR22721246,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18682837,CX65,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16126025,Glycine max,SRP412906,2023-10-10,PRJNA910939,2190.0,,300.0,5860.0,,seed223,[Plant],,China,Asia,[China:Heilongjiang],,,,"[run.zq, sra, fastq]","[ncbi, s3, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.46395040905486
SAMN15097877,SRR11931240,RNA-Seq,SEOUL NATIONAL UNIVERSITY,public,SRX8476712,CHNA-p,Illumina HiSeq 2000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS6776662,Glycine max,SRP266087,2020-07-08,PRJNA637168,2436.0,,202.0,4785.0,,CHNA-p,[Plant],,South Korea,Asia,[South Korea: Chungnam],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.463738458905211
SAMN12868634,SRR10198784,RNA-Seq,LAVAL UNIVERSITY,public,SRX6918883,M13 D21 ct,Illumina HiSeq 2000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS5449847,Glycine max,SRP223582,2020-10-27,PRJNA574764,1729.0,,100.0,4409.0,,M13 D21 ct,[Plant],,Canada,North America,[Canada],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.463636797878982
SAMN15648505,SRR12328138,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828447,d10-11,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092728,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P505,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.463612576796832
SAMN23254495,SRR16972370,RNA-Seq,INSTITUTE OF AGROBIOLOGICAL SCIENCES NATIONAL AGRICULTURE AND FOOD RESEARCH ORGANIZATION,public,SRX13163243,stem infected 3,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS11094589,Glycine max,SRP346686,2021-11-18,PRJNA781415,5186.0,,200.0,17097.0,,stem infected 3,[Plant],,Japan,Asia,[Japan],,,,"[run.zq, sra, fastq]","[s3, ncbi, gs]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.463611703002099
SAMN15648604,SRR12328188,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828397,TD7,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092678,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P604,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.46360455382783
SAMN12727378,SRR10098764,RNA-Seq,GEO,public,SRX6830737,GSM4074076,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5372823,Glycine max,SRP221356,2020-04-01,PRJNA564957,5587.0,,300.0,14810.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.463578171160585
SAMN33574157,SRR23825472,RNA-Seq,FUJIAN AGRICULTURE AND FORESTRY UNIVERSTIY,public,SRX19647205,Unknown_BB597-01T0004_good_1.fq,Illumina HiSeq 1000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS17014894,Glycine max,SRP426939,2023-03-13,PRJNA942423,2767.0,,299.0,8983.0,,33574157: https://www.ncbi.nlm.nih.gov/biosample/33574157,[Plant],[2022-08-01],China,Asia,[China],,,,"[sra, fastq, run.zq]","[s3, gs, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.463246548746392
SAMN25263525,SRR18047015,RNA-Seq,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,SRX14199333,ZC3-12h-IN-1,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS12019973,Glycine max,SRP360056,2022-02-16,PRJNA800609,1740.0,,300.0,5794.0,,Z46,[Plant],,China,Asia,[China],,,,"[run.zq, fastq, sra]","[s3, gs, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.4631815371712
SAMN31018537,SRR21709651,RNA-Seq,SHENYANG AGRICULTURAL UNIVERSITY,public,SRX17707103,4S-2,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS15237641,Glycine max,SRP399612,2023-06-30,PRJNA884304,2379.0,,300.0,7540.0,,4S-2,[Plant],,China,Asia,[China: Shenyang],,,,"[sra, fastq, run.zq]","[gs, s3, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.463160661148356
SAMN26883195,SRR18500300,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX14631774,WT-1,HiSeq X Five,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS12398172,Glycine max,SRP366233,2022-12-31,PRJNA818825,5979.0,,300.0,10685.0,,WT-1,[Plant],,China,Asia,[China: Nanjing Agricultural University],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.46313643870536
SAMN22371176,SRR16468413,RNA-Seq,"HORTICULTURE AND CROP SCIENCE, OHIO STATE UNIVERSITY",public,SRX12671794,GSM5629906,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS10623371,Glycine max,SRP341921,2022-04-01,PRJNA772253,1706.0,,293.0,5245.0,,GSM5629906,,,,,,,,,"[sra, fastq, run.zq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.463110065450818
SAMN02644819,SRR1174224,RNA-Seq,"INSTITUTE OF GENETICS AND DEVELOPMENTAL BIOLOGY, C",public,SRX474437,pod3,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS560334,Glycine max,SRP038111,2014-05-14,PRJNA238493,4833.0,,200.0,7442.0,,,[Plant],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.463089137233783
SAMN37703863,SRR26301038,RNA-Seq,JIANGSU ACADEMY OF AGRICULTURAL SCIENCES,public,SRX22009574,NNS_7d_3,Illumina Genome Analyzer IIx,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS19083891,Glycine max,SRP464851,2023-11-15,PRJNA1024691,2039.0,,300.0,6848.0,,NNS_7d_3,[Plant],[2020-08-10],China,Asia,[China: Nanjing],,,,"[sra, run.zq, fastq]","[ncbi, s3, gs]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.462853287178304
SAMN02746766,SRR1272358,RNA-Seq,GEO,public,SRX533834,GSM1380791,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS602562,Glycine max,SRP041709,2015-07-22,PRJNA246315,417.0,,51.0,445.0,,,,,,,,,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.462728352953086
SAMN34042792,SRR24044160,RNA-Seq,SOUTHWEST UNIVERSITY,public,SRX19846104,SHND1,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS17205175,Glycine max,SRP430522,2023-12-31,PRJNA951453,1833.0,,299.0,6060.0,,Gm_SHND_1,[Plant],,China,Asia,[China:Chongqing],,,,"[run.zq, sra, fastq]","[s3, ncbi, gs]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.462643012430211
SAMN29153368,SRR19711688,RNA-Seq,UNIVERSITY OF MARYLAND EASTERN SHORE,public,SRX15760298,Soy-100ng-2,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS13453828,Glycine max,SRP382165,2022-09-01,PRJNA850028,945.0,,301.0,3245.0,,Soy-100ng-2,[Plant],,USA,North America,[USA: Princess Anne],,,,"[sra, fastq, run.zq]","[ncbi, s3, gs]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.462637552891389
SAMN33310583,SRR23474299,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX19377336,W82NT-1,Illumina HiSeq 2000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16773360,Glycine max,SRP422731,2024-03-01,PRJNA935333,2221.0,,300.0,7556.0,,D,[Plant],,China,Asia,[China:Nanjing],,,,"[sra, run.zq, fastq]","[s3, gs, ncbi]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.462622687342612
SAMN00829198,SRR446584,RNA-Seq,THE UNIVERSITY OF QUEENSLAND,public,SRX130435,Q minus leaf,Illumina Genome Analyzer IIx,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS301858,Glycine max,SRP011586,2012-03-29,PRJNA109285,890.0,,76.0,1265.0,,Q-2,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.462512144102478
SAMN09716226,SRR7593004,RNA-Seq,GEO,public,SRX4458000,GSM3306212,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595541,Glycine max,SRP155262,2021-07-26,PRJNA482870,518.0,,100.0,1654.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.462408306211982
SAMN29911748,SRR20504767,RNA-Seq,YANTAI UNIVERSITY,public,SRX16528614,RR17_2_1.fq.gz,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS14163681,Glycine max,SRP387734,2022-07-23,PRJNA861378,1828.0,,300.0,6288.0,,29,[Plant],,China,Asia,[China:Hebei],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.462329893841764
SAMN36630290,SRR25360929,RNA-Seq,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",public,SRX21100214,GSM7653533,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS18369423,Glycine max,SRP450502,2023-07-23,PRJNA996630,2374.0,,300.0,7168.0,,GSM7653533,,,uncalculated,uncalculated,[missing],,,,"[run.zq, sra, fastq]","[s3, gs, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.462167220458855
SAMN09716375,SRR7592887,RNA-Seq,GEO,public,SRX4457883,GSM3306095,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595424,Glycine max,SRP155262,2021-07-26,PRJNA482870,283.0,,100.0,914.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.462154199645113
SAMN09513514,SRR7447683,RNA-Seq,THE OHIO STATE UNIVERSITY,public,SRX4318332,SL209568,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3480916,Glycine max,SRP151542,2019-07-25,PRJNA478334,194.0,,200.0,589.0,,SL209568,[Plant],,USA,North America,[USA: Ohio],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.462002918810672
SAMN15648374,SRR12328283,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828875,a10-18,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7093155,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P365,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.461977183380434
SAMN07685162,SRR6479007,RNA-Seq,JGI,public,SRX3568878,Gp0240001,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2839910,Glycine max,SRP129993,2018-01-18,PRJNA410691,2927.0,,302.0,6683.0,,BNNAS,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.461857977104503
SAMN34136068,SRR24125231,RNA-Seq,NORTHEAST FORESTRY UNIVERSITY,public,SRX19924274,Jack,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS17275962,Glycine max,SRP431906,2023-04-11,PRJNA954174,4550.0,,300.0,7811.0,,DME_Jack_2_RNAseq,[Plant],[2020-09-01],China,Asia,[China],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.461826169025423
SAMN10581537,SRR8312555,RNA-Seq,GEO,public,SRX5125937,GSM3508917,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS4139059,Glycine max,SRP173296,2019-09-03,PRJNA509458,4395.0,,100.0,6295.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.461661268675172
SAMN40703425,SRR28749716,RNA-Seq,"NORTHEAST INSTITUTE OF GEOGRAPHY AND AGROECOLOGY, CHINESE ACADEMY OF SCIENCES",public,SRX24315241,S2-1,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS21076954,Glycine max,SRP502972,2024-04-20,PRJNA1102532,15613.0,,300.0,27725.0,,S2-1_raw,[Plant],,China,Asia,[China:changchun],,,,"[run.zq, fastq, sra]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.461522824109177
SAMN24108387,SRR17267255,RNA-Seq,UNIVERSITY OF ILLINOIS,public,SRX13445266,O4I_3,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS11344637,Glycine max,SRP351442,2022-08-15,PRJNA789389,3494.0,,300.0,5887.0,,4_12_CTTGTA_L001,[Plant],,Canada,North America,[Canada: Ottawa],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.461298611538001
SAMN33590272,SRR23752613,RNA-Seq,"INSTITUTE OF GENETICS AND DEVELOPMENTAL BIOLOGY, CHINESE ACADEMY OF SCIENCES",public,SRX19603903,Soybean_N_S1,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS16984435,Glycine max,SRP426318,2023-04-25,PRJNA941031,50713.0,,300.0,137280.0,,Soybean_N_S1,[Plant],,USA,North America,[USA],,,,"[fastq, sra, run.zq]","[ncbi, s3, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.461256813266493
SAMN24505291,SRR17382452,RNA-Seq,UNIVERSITY OF MISSOURI AT COLUMBIA,public,SRX13556537,GSM5765345,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS11449511,Glycine max,SRP352917,2022-03-21,PRJNA793175,555.0,,75.0,1485.0,,GSM5765345,,,,,,,,,"[sra, run.zq, fastq]","[s3, gs, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.461172691959554
SAMN09690614,SRR7538199,RNA-Seq,CHINESE ACADEMY OF SCIENCES,public,SRX4405751,HF_G5,Illumina HiSeq 4000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS3560014,Glycine max,SRP154393,2019-02-27,PRJNA481793,2136.0,,180.0,5291.0,,soylibrary2014050606,[Plant],,China,Asia,[China: Beijing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460971756650938
SAMN22371141,SRR16468423,RNA-Seq,"HORTICULTURE AND CROP SCIENCE, OHIO STATE UNIVERSITY",public,SRX12671784,GSM5629941,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS10623362,Glycine max,SRP341921,2022-04-01,PRJNA772253,1560.0,,202.0,5391.0,,GSM5629941,,,,,,,,,"[run.zq, sra, fastq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.460962756799781
SAMN37367402,SRR26057912,RNA-Seq,JGI,public,SRX21774027,Gp0759153,Illumina NovaSeq 6000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS18879532,Glycine max,SRP460377,2023-09-14,PRJNA1015763,2037.0,,302.0,6820.0,,NPYAA,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[run.zq, fastq, sra]","[gs, s3, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.460937464939993
SAMN19355593,SRR14663087,RNA-Seq,GEO,public,SRX11001721,GSM5342156,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9076051,Glycine max,SRP321499,2021-05-28,PRJNA732936,2571.0,,300.0,8393.0,,,,,,,,,,,"[fastq, sra, run.zq]","[gs, s3, ncbi]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.460878161902799
SAMN02225606,SRR925849,RNA-Seq,GEO,public,SRX317847,GSM1180291,Illumina HiScanSQ,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS454831,Glycine max,SRP026540,2014-04-16,PRJNA210431,1647.0,,202.0,2492.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460759456676378
SAMN09078269,SRR7124283,RNA-Seq,GEO,public,SRX4045351,GSM3132273,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3262771,Glycine max,SRP144662,2018-05-08,PRJNA464061,4465.0,,252.0,13315.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460728514286573
SAMN09715585,SRR7593647,RNA-Seq,GEO,public,SRX4458643,GSM3306855,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596181,Glycine max,SRP155262,2021-07-26,PRJNA482870,726.0,,100.0,2203.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460641057054968
SAMN00709556,SRR331896,RNA-Seq,JILIN AGRICULTURE UNIVERSITY,public,SRX092150,microRNAs deep sequencing data of soybean sample (drought),Illumina Genome Analyzer II,SINGLE,Restriction Digest,TRANSCRIPTOMIC,ILLUMINA,SRS257597,Glycine max,SRP007848,2012-08-18,,199.0,,35.0,404.0,,drought,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",2.0,0.460634741522226
SAMN07685933,SRR6479020,RNA-Seq,JGI,public,SRX3568865,Gp0239963,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2839897,Glycine max,SRP129980,2018-01-18,PRJNA409481,2545.0,,302.0,5991.0,,BNHYA,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460573816131007
SAMN11836267,SRR9113332,RNA-Seq,GEO,public,SRX5887590,GSM3813950,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS4809805,Glycine max,SRP199296,2020-06-10,PRJNA544432,1448.0,,198.0,3237.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460558724646422
SAMN35682652,SRR24893593,RNA-Seq,HENAN AGRICUTURAL UNIVERSITY,public,SRX20655909,E23_Er2_R2,Illumina HiSeq 4000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS17953371,Glycine max,SRP442809,2023-06-18,PRJNA981688,2685.0,,298.0,6828.0,,E23_Er2_R2,[Plant],[2016-07-20],China,Asia,[China: Zhengzhou],,,,"[run.zq, sra, fastq]","[gs, ncbi, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.460372079153496
SAMD00276092,DRR268089,RNA-Seq,TOHOKU,public,DRX257675,SAMD00276092,Illumina HiSeq 2500,SINGLE,PCR,TRANSCRIPTOMIC,ILLUMINA,DRS277241,Glycine max,DRP009510,2023-01-24,PRJDB11138,53.0,,51.0,117.0,,,,[2018-08-01],,,,,,[GmaAS_1_f058],"[sra, run.zq]","[ncbi, s3, gs]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.460231082639146
SAMN15648517,SRR12328124,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828461,d9-8,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092741,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P517,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460189844154692
SAMN08707416,SRR6831052,RNA-Seq,GEO,public,SRX3787134,GSM3039924,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3039943,Glycine max,SRP135563,2019-03-31,PRJNA438169,3071.0,,300.0,7596.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.460170862176639
SAMN18877663,SRR14330164,RNA-Seq,ADAM MICKIEWICZ UNIVERSITY POZNAN,public,SRX10684997,GCC,Illumina HiSeq 4000,SINGLE,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS8777971,Glycine max,SRP316506,2022-05-26,PRJNA725380,555.0,,47.0,1965.0,,GCCd,[Plant],,uncalculated,uncalculated,[not applicable],,,,"[run.zq, fastq, sra]","[ncbi, s3, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.459905318632442
SAMN20971794,SRR15610896,RNA-Seq,GEO,public,SRX11908209,GSM5536785,AB SOLiD System 3.0,PAIRED,cDNA,TRANSCRIPTOMIC,ABI_SOLID,SRS9919100,Glycine max,SRP334103,2021-12-07,PRJNA757744,778.0,,54.0,724.0,,,,,,,,,,,"[fastq, sra]","[ncbi, gs, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.459880714930415
SAMN31100639,SRR21764338,RNA-Seq,SHENYANG AGRICULTURAL UNIVERSITY,public,SRX17759487,Race3-7dpi-1,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS15286858,Glycine max,SRP400385,2023-06-30,PRJNA885623,2263.0,,300.0,7307.0,,Race3-7dpi-1,[Plant],,China,Asia,[China: Shenyang],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.459877213045802
SAMN07188073,SRR5639254,RNA-Seq,GEO,public,SRX2877654,GSM2646621,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2249430,Glycine max,SRP108527,2017-07-12,PRJNA388955,651.0,,51.0,713.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.459711845028957
SAMN09214187,SRR7172315,RNA-Seq,GEO,public,SRX4090182,GSM3141911,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3306923,Glycine max,SRP147745,2018-11-19,PRJNA471709,1568.0,,101.0,2269.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.459687123468839
