biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal,sporus
SAMN21359874,{},"{'attributes': '[{k=bases, v=5373397696}, {k=bytes, v=2150803010}, {k=run_file_create_date, v=2021-10-30T20:46:00.000Z}, {k=accession_sam, v=PI 548533}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 3 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=Clark}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359874}, {k=primary_search, v=706999}, {k=primary_search, v=G17_PI548533_Root_Def_Rep3}, {k=primary_search, v=GORD17-3}, {k=primary_search, v=GORD17-3.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359874}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641016}, {k=primary_search, v=SRS10167708}, {k=primary_search, v=SRX12841786}]', 'jattr': ""{'bases': '5373397696', 'bytes': '2150803010', 'run_file_create_date': '2021-10-30T20:46:00.000Z', 'accession_sam': 'PI 548533', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 3 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'Clark', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359874', '706999', 'G17_PI548533_Root_Def_Rep3', 'GORD17-3', 'GORD17-3.fastq.gz', 'PRJNA706999', 'SAMN21359874', 'SRP336396', 'SRR16641016', 'SRS10167708', 'SRX12841786']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 3 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359875,{},"{'attributes': '[{k=bases, v=2525307600}, {k=bytes, v=932463924}, {k=run_file_create_date, v=2021-10-30T20:32:00.000Z}, {k=accession_sam, v=PI 547430}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 1 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=L65-1255 (IsoClark)}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359875}, {k=primary_search, v=706999}, {k=primary_search, v=G18_PI547430_Root_Suf_Rep1}, {k=primary_search, v=GORS18-1}, {k=primary_search, v=GORS18-1.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359875}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641014}, {k=primary_search, v=SRS10167710}, {k=primary_search, v=SRX12841788}]', 'jattr': ""{'bases': '2525307600', 'bytes': '932463924', 'run_file_create_date': '2021-10-30T20:32:00.000Z', 'accession_sam': 'PI 547430', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 1 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'L65-1255 (IsoClark)', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359875', '706999', 'G18_PI547430_Root_Suf_Rep1', 'GORS18-1', 'GORS18-1.fastq.gz', 'PRJNA706999', 'SAMN21359875', 'SRP336396', 'SRR16641014', 'SRS10167710', 'SRX12841788']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 1 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359876,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=2675413445}, {k=bytes, v=415496813}, {k=run_file_create_date, v=2021-09-14T19:41:00.000Z}, {k=accession_sam, v=PI 547430}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 2 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=L65-1255 (IsoClark)}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359876}, {k=primary_search, v=706999}, {k=primary_search, v=G18_PI547430_Root_Suf_Rep2}, {k=primary_search, v=GORS18-2}, {k=primary_search, v=GORS18-2_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359876}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899186}, {k=primary_search, v=SRS10167711}, {k=primary_search, v=SRX12189864}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '2675413445', 'bytes': '415496813', 'run_file_create_date': '2021-09-14T19:41:00.000Z', 'accession_sam': 'PI 547430', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 2 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'L65-1255 (IsoClark)', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359876', '706999', 'G18_PI547430_Root_Suf_Rep2', 'GORS18-2', 'GORS18-2_R_sort.bam', 'PRJNA706999', 'SAMN21359876', 'SRP336396', 'SRR15899186', 'SRS10167711', 'SRX12189864']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 2 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359877,{},"{'attributes': '[{k=bases, v=4410762268}, {k=bytes, v=1786266235}, {k=run_file_create_date, v=2021-10-30T20:36:00.000Z}, {k=accession_sam, v=PI 547430}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 3 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=L65-1255 (IsoClark)}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Sufficient iron}, {k=primary_search, v=21359877}, {k=primary_search, v=706999}, {k=primary_search, v=CORONAVIRIDAE}, {k=primary_search, v=G18_PI547430_Root_Suf_Rep3}, {k=primary_search, v=GORS18-3}, {k=primary_search, v=GORS18-3.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359877}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641012}, {k=primary_search, v=SRS10167712}, {k=primary_search, v=SRX12841790}]', 'jattr': ""{'bases': '4410762268', 'bytes': '1786266235', 'run_file_create_date': '2021-10-30T20:36:00.000Z', 'accession_sam': 'PI 547430', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 3 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'L65-1255 (IsoClark)', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'primary_search': ['21359877', '706999', 'CORONAVIRIDAE', 'G18_PI547430_Root_Suf_Rep3', 'GORS18-3', 'GORS18-3.fastq.gz', 'PRJNA706999', 'SAMN21359877', 'SRP336396', 'SRR16641012', 'SRS10167712', 'SRX12841790']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Sufficient iron', 'biological_replicate': 'Rep 3 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359878,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=1192327856}, {k=bytes, v=174169678}, {k=run_file_create_date, v=2021-09-14T19:36:00.000Z}, {k=accession_sam, v=PI 547430}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 1 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=L65-1255 (IsoClark)}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359878}, {k=primary_search, v=706999}, {k=primary_search, v=G18_PI547430_Root_Def_Rep1}, {k=primary_search, v=GORD18-1}, {k=primary_search, v=GORD18-1_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359878}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899184}, {k=primary_search, v=SRS10167713}, {k=primary_search, v=SRX12189866}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '1192327856', 'bytes': '174169678', 'run_file_create_date': '2021-09-14T19:36:00.000Z', 'accession_sam': 'PI 547430', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 1 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'L65-1255 (IsoClark)', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359878', '706999', 'G18_PI547430_Root_Def_Rep1', 'GORD18-1', 'GORD18-1_R_sort.bam', 'PRJNA706999', 'SAMN21359878', 'SRP336396', 'SRR15899184', 'SRS10167713', 'SRX12189866']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 1 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359879,{},"{'attributes': '[{k=bases, v=4434189903}, {k=bytes, v=1784903938}, {k=run_file_create_date, v=2021-10-30T20:39:00.000Z}, {k=accession_sam, v=PI 547430}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 2 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=L65-1255 (IsoClark)}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359879}, {k=primary_search, v=706999}, {k=primary_search, v=G18_PI547430_Root_Def_Rep2}, {k=primary_search, v=GORD18-2}, {k=primary_search, v=GORD18-2.fastq.gz}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359879}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR16641010}, {k=primary_search, v=SRS10167714}, {k=primary_search, v=SRX12841792}]', 'jattr': ""{'bases': '4434189903', 'bytes': '1784903938', 'run_file_create_date': '2021-10-30T20:39:00.000Z', 'accession_sam': 'PI 547430', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 2 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'L65-1255 (IsoClark)', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359879', '706999', 'G18_PI547430_Root_Def_Rep2', 'GORD18-2', 'GORD18-2.fastq.gz', 'PRJNA706999', 'SAMN21359879', 'SRP336396', 'SRR16641010', 'SRS10167714', 'SRX12841792']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 2 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21359880,{},"{'attributes': '[{k=assemblyname, v=GCA_000004515.4}, {k=bases, v=3852891742}, {k=bytes, v=613707014}, {k=run_file_create_date, v=2021-09-14T19:41:00.000Z}, {k=accession_sam, v=PI 547430}, {k=age_sam, v=60 minutes after iron stress}, {k=biological_replicate_sam, v=Rep 3 of 3}, {k=collected_by_sam, v=M.A.G., J.A.O., C.E.M.}, {k=collection_location_sam, v=Ames, IA}, {k=cultivar_sam, v=L65-1255 (IsoClark)}, {k=growth_protocol_sam_s_dpl216, v=Hydroponics in growth chamber}, {k=tissue_sam_ss_dpl145, v=Root}, {k=treatment_sam_ss_dpl55, v=Deficient iron}, {k=primary_search, v=21359880}, {k=primary_search, v=706999}, {k=primary_search, v=G18_PI547430_Root_Def_Rep3}, {k=primary_search, v=GORD18-3}, {k=primary_search, v=GORD18-3_R_sort.bam}, {k=primary_search, v=PRJNA706999}, {k=primary_search, v=SAMN21359880}, {k=primary_search, v=SRP336396}, {k=primary_search, v=SRR15899182}, {k=primary_search, v=SRS10167715}, {k=primary_search, v=SRX12189868}]', 'jattr': ""{'assemblyname': 'GCA_000004515.4', 'bases': '3852891742', 'bytes': '613707014', 'run_file_create_date': '2021-09-14T19:41:00.000Z', 'accession_sam': 'PI 547430', 'age_sam': '60 minutes after iron stress', 'biological_replicate_sam': 'Rep 3 of 3', 'collected_by_sam': 'M.A.G., J.A.O., C.E.M.', 'collection_location_sam': 'Ames, IA', 'cultivar_sam': 'L65-1255 (IsoClark)', 'growth_protocol_sam_s_dpl216': 'Hydroponics in growth chamber', 'tissue_sam_ss_dpl145': 'Root', 'treatment_sam_ss_dpl55': 'Deficient iron', 'primary_search': ['21359880', '706999', 'G18_PI547430_Root_Def_Rep3', 'GORD18-3', 'GORD18-3_R_sort.bam', 'PRJNA706999', 'SAMN21359880', 'SRP336396', 'SRR15899182', 'SRS10167715', 'SRX12189868']}"", 'age_sam': '60 minutes after iron stress', 'Attributes': ""{'cultivar': 'L65-1255 (IsoClark)', 'accession': 'PI 547430', 'age': '60 minutes after iron stress', 'tissue': 'Root', 'collection_location': 'Ames, IA', 'treatment': 'Deficient iron', 'biological_replicate': 'Rep 3 of 3'}""}",{},{},{},{},{},{},{},{},{},{}
SAMN21380009,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448187,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448188,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448189,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448190,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448191,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448192,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448193,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448194,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448195,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448196,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448197,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21448198,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465487,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465488,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465489,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465490,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465491,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465492,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465493,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465494,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465495,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465496,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465497,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21465498,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21545854,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21545855,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21545856,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21545857,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21545858,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21555984,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21555985,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21873507,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21873508,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371138,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371139,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371140,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371141,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371142,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371143,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371144,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371145,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371146,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371147,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371148,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371149,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371150,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371151,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371152,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371153,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371154,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371155,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371156,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371157,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371158,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371159,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371160,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371161,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371162,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371163,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371164,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371165,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371166,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371167,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371168,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371169,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371170,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371171,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371172,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371173,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371174,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371175,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371176,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371177,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371178,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371179,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371180,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371181,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371182,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371183,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371184,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371185,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371186,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371187,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371188,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371189,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371190,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371191,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371192,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371193,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371194,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371195,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371196,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371197,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371198,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371199,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22371200,{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22481313,{},"{'attributes': '[{k=bases, v=4899872400}, {k=bytes, v=1524532286}, {k=run_file_create_date, v=2021-10-21T11:35:00.000Z}, {k=cultivar_sam, v=Magellan}, {k=source_name_sam, v=Buds}, {k=tissue_sam_ss_dpl145, v=Buds}, {k=treatment_sam_ss_dpl55, v=Combined water deficit and heat stress replicate 3}, {k=primary_search, v=22481313}, {k=primary_search, v=773388}, {k=primary_search, v=GSE186317}, {k=primary_search, v=GSM5643706}, {k=primary_search, v=GSM5643706_r1}, {k=primary_search, v=PRJNA773388}, {k=primary_search, v=SAMN22481313}, {k=primary_search, v=SRP342532}, {k=primary_search, v=SRR16520197}, {k=primary_search, v=SRS10672298}, {k=primary_search, v=SRX12722953}]', 'jattr': ""{'bases': '4899872400', 'bytes': '1524532286', 'run_file_create_date': '2021-10-21T11:35:00.000Z', 'cultivar_sam': 'Magellan', 'source_name_sam': 'Buds', 'tissue_sam_ss_dpl145': 'Buds', 'treatment_sam_ss_dpl55': 'Combined water deficit and heat stress replicate 3', 'primary_search': ['22481313', '773388', 'GSE186317', 'GSM5643706', 'GSM5643706_r1', 'PRJNA773388', 'SAMN22481313', 'SRP342532', 'SRR16520197', 'SRS10672298', 'SRX12722953']}"", 'treatment_sam_ss_dpl55': 'Combined water deficit and heat stress replicate 3', 'title': 'Combined water deficit and heat stress replicate 3', 'Attributes': ""{'treatment': 'Combined water deficit and heat stress replicate 3', 'tissue': 'Buds', 'cultivar': 'Magellan'}""}",{},{},{},{},"{'attributes': '[{k=bases, v=4899872400}, {k=bytes, v=1524532286}, {k=run_file_create_date, v=2021-10-21T11:35:00.000Z}, {k=cultivar_sam, v=Magellan}, {k=source_name_sam, v=Buds}, {k=tissue_sam_ss_dpl145, v=Buds}, {k=treatment_sam_ss_dpl55, v=Combined water deficit and heat stress replicate 3}, {k=primary_search, v=22481313}, {k=primary_search, v=773388}, {k=primary_search, v=GSE186317}, {k=primary_search, v=GSM5643706}, {k=primary_search, v=GSM5643706_r1}, {k=primary_search, v=PRJNA773388}, {k=primary_search, v=SAMN22481313}, {k=primary_search, v=SRP342532}, {k=primary_search, v=SRR16520197}, {k=primary_search, v=SRS10672298}, {k=primary_search, v=SRX12722953}]', 'jattr': ""{'bases': '4899872400', 'bytes': '1524532286', 'run_file_create_date': '2021-10-21T11:35:00.000Z', 'cultivar_sam': 'Magellan', 'source_name_sam': 'Buds', 'tissue_sam_ss_dpl145': 'Buds', 'treatment_sam_ss_dpl55': 'Combined water deficit and heat stress replicate 3', 'primary_search': ['22481313', '773388', 'GSE186317', 'GSM5643706', 'GSM5643706_r1', 'PRJNA773388', 'SAMN22481313', 'SRP342532', 'SRR16520197', 'SRS10672298', 'SRX12722953']}"", 'treatment_sam_ss_dpl55': 'Combined water deficit and heat stress replicate 3', 'title': 'Combined water deficit and heat stress replicate 3', 'Attributes': ""{'treatment': 'Combined water deficit and heat stress replicate 3', 'tissue': 'Buds', 'cultivar': 'Magellan'}""}",{},{},{},{},{}
