biosample,bioproject,tejido,estres,tratamiento
SAMN21359761,PRJNA706999,leaf,nutrient deficit,control
SAMN21359762,PRJNA706999,leaf,nutrient deficit,control
SAMN21359763,PRJNA706999,leaf,nutrient deficit,control
SAMN21359764,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359765,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359766,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359767,PRJNA706999,leaf,nutrient deficit,control
SAMN21359768,PRJNA706999,leaf,nutrient deficit,control
SAMN21359769,PRJNA706999,leaf,nutrient deficit,control
SAMN21359770,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359771,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359772,PRJNA706999,leaf,nutrient deficit,treatment
SAMN21359773,PRJNA706999,root,nutrient deficit,control
SAMN21359774,PRJNA706999,root,nutrient deficit,control
SAMN21359775,PRJNA706999,root,nutrient deficit,control
SAMN21359776,PRJNA706999,root,nutrient deficit,treatment
SAMN21359777,PRJNA706999,root,nutrient deficit,treatment
SAMN21359778,PRJNA706999,root,nutrient deficit,treatment
SAMN21359779,PRJNA706999,root,nutrient deficit,control
SAMN21359780,PRJNA706999,root,nutrient deficit,control
SAMN21359781,PRJNA706999,root,nutrient deficit,control
SAMN21359782,PRJNA706999,root,nutrient deficit,treatment
SAMN21359783,PRJNA706999,root,nutrient deficit,treatment
SAMN21359784,PRJNA706999,root,nutrient deficit,treatment
SAMN21359785,PRJNA706999,root,nutrient deficit,control
SAMN21359786,PRJNA706999,root,nutrient deficit,control
SAMN21359787,PRJNA706999,root,nutrient deficit,control
SAMN21359788,PRJNA706999,root,nutrient deficit,treatment
SAMN21359789,PRJNA706999,root,nutrient deficit,treatment
SAMN21359790,PRJNA706999,root,nutrient deficit,treatment
SAMN21359791,PRJNA706999,root,nutrient deficit,control
SAMN21359792,PRJNA706999,root,nutrient deficit,control
SAMN21359793,PRJNA706999,root,nutrient deficit,control
SAMN21359794,PRJNA706999,root,nutrient deficit,treatment
SAMN21359795,PRJNA706999,root,nutrient deficit,treatment
SAMN21359796,PRJNA706999,root,nutrient deficit,treatment
SAMN21359797,PRJNA706999,root,nutrient deficit,control
SAMN21359798,PRJNA706999,root,nutrient deficit,control
SAMN21359799,PRJNA706999,root,nutrient deficit,control
SAMN21359800,PRJNA706999,root,nutrient deficit,treatment
SAMN21359801,PRJNA706999,root,nutrient deficit,treatment
SAMN21359802,PRJNA706999,root,nutrient deficit,treatment
SAMN21359803,PRJNA706999,root,nutrient deficit,control
SAMN21359804,PRJNA706999,root,nutrient deficit,control
SAMN21359805,PRJNA706999,root,nutrient deficit,control
SAMN21359806,PRJNA706999,root,nutrient deficit,treatment
SAMN21359807,PRJNA706999,root,nutrient deficit,treatment
SAMN21359808,PRJNA706999,root,nutrient deficit,treatment
SAMN21359809,PRJNA706999,root,nutrient deficit,control
SAMN21359810,PRJNA706999,root,nutrient deficit,control
SAMN21359811,PRJNA706999,root,nutrient deficit,control
SAMN21359812,PRJNA706999,root,nutrient deficit,treatment
SAMN21359813,PRJNA706999,root,nutrient deficit,treatment
SAMN21359814,PRJNA706999,root,nutrient deficit,treatment
SAMN21359815,PRJNA706999,root,nutrient deficit,control
SAMN21359816,PRJNA706999,root,nutrient deficit,control
SAMN21359817,PRJNA706999,root,nutrient deficit,control
SAMN21359818,PRJNA706999,root,nutrient deficit,treatment
SAMN21359819,PRJNA706999,root,nutrient deficit,treatment
SAMN21359820,PRJNA706999,root,nutrient deficit,treatment
SAMN21359821,PRJNA706999,root,nutrient deficit,control
SAMN21359822,PRJNA706999,root,nutrient deficit,control
SAMN21359823,PRJNA706999,root,nutrient deficit,control
SAMN21359824,PRJNA706999,root,nutrient deficit,treatment
SAMN21359825,PRJNA706999,root,nutrient deficit,treatment
SAMN21359826,PRJNA706999,root,nutrient deficit,treatment
SAMN21359827,PRJNA706999,root,nutrient deficit,control
SAMN21359828,PRJNA706999,root,nutrient deficit,control
SAMN21359829,PRJNA706999,root,nutrient deficit,control
SAMN21359830,PRJNA706999,root,nutrient deficit,treatment
SAMN21359831,PRJNA706999,root,nutrient deficit,treatment
SAMN21359832,PRJNA706999,root,nutrient deficit,treatment
SAMN21359833,PRJNA706999,root,nutrient deficit,control
SAMN21359834,PRJNA706999,root,nutrient deficit,control
SAMN21359835,PRJNA706999,root,nutrient deficit,control
SAMN21359836,PRJNA706999,root,nutrient deficit,treatment
SAMN21359837,PRJNA706999,root,nutrient deficit,treatment
SAMN21359838,PRJNA706999,root,nutrient deficit,treatment
SAMN21359839,PRJNA706999,root,nutrient deficit,control
SAMN21359840,PRJNA706999,root,nutrient deficit,control
SAMN21359841,PRJNA706999,root,nutrient deficit,control
SAMN21359842,PRJNA706999,root,nutrient deficit,treatment
SAMN21359843,PRJNA706999,root,nutrient deficit,treatment
SAMN21359844,PRJNA706999,root,nutrient deficit,treatment
SAMN21359845,PRJNA706999,root,nutrient deficit,control
SAMN21359846,PRJNA706999,root,nutrient deficit,control
SAMN21359847,PRJNA706999,root,nutrient deficit,control
SAMN21359848,PRJNA706999,root,nutrient deficit,treatment
SAMN21359849,PRJNA706999,root,nutrient deficit,treatment
SAMN21359850,PRJNA706999,root,nutrient deficit,treatment
SAMN21359851,PRJNA706999,root,nutrient deficit,control
SAMN21359852,PRJNA706999,root,nutrient deficit,control
SAMN21359853,PRJNA706999,root,nutrient deficit,control
SAMN21359854,PRJNA706999,root,nutrient deficit,treatment
SAMN21359855,PRJNA706999,root,nutrient deficit,treatment
SAMN21359856,PRJNA706999,root,nutrient deficit,treatment
SAMN21359857,PRJNA706999,root,nutrient deficit,control
SAMN21359858,PRJNA706999,root,nutrient deficit,control
SAMN21359859,PRJNA706999,root,nutrient deficit,control
SAMN21359860,PRJNA706999,root,nutrient deficit,treatment
SAMN21359861,PRJNA706999,root,nutrient deficit,treatment
SAMN21359862,PRJNA706999,root,nutrient deficit,treatment
SAMN21359863,PRJNA706999,root,nutrient deficit,control
SAMN21359864,PRJNA706999,root,nutrient deficit,control
SAMN21359865,PRJNA706999,root,nutrient deficit,control
SAMN21359866,PRJNA706999,root,nutrient deficit,treatment
SAMN21359867,PRJNA706999,root,nutrient deficit,treatment
SAMN21359868,PRJNA706999,root,nutrient deficit,treatment
SAMN21359869,PRJNA706999,root,nutrient deficit,control
SAMN21359870,PRJNA706999,root,nutrient deficit,control
SAMN21359871,PRJNA706999,root,nutrient deficit,control
SAMN21359872,PRJNA706999,root,nutrient deficit,treatment
SAMN21359873,PRJNA706999,root,nutrient deficit,treatment
SAMN21359874,PRJNA706999,root,nutrient deficit,treatment
SAMN21359875,PRJNA706999,root,nutrient deficit,control
SAMN21359876,PRJNA706999,root,nutrient deficit,control
SAMN21359877,PRJNA706999,root,nutrient deficit,control
SAMN21359878,PRJNA706999,root,nutrient deficit,treatment
SAMN21359879,PRJNA706999,root,nutrient deficit,treatment
SAMN21359880,PRJNA706999,root,nutrient deficit,treatment
SAMN18355927,PRJNA715640,leaf,other,treatment
SAMN18524021,PRJNA718156,root,fungus,control
SAMN18524022,PRJNA718156,root,fungus,control
SAMN18524023,PRJNA718156,root,fungus,control
SAMN18524024,PRJNA718156,root,fungus,treatment
SAMN18524025,PRJNA718156,root,fungus,control
SAMN18524026,PRJNA718156,root,fungus,treatment
SAMN18524027,PRJNA718156,root,fungus,treatment
SAMN18524028,PRJNA718156,root,fungus,treatment
SAMN18524029,PRJNA718156,root,fungus,treatment
SAMN18524030,PRJNA718156,root,fungus,treatment
SAMN18524031,PRJNA718156,root,fungus,treatment
SAMN18524032,PRJNA718156,root,fungus,treatment
SAMN18541692,PRJNA718574,stem,,control
SAMN18559414,PRJNA718712,leaf,,treatment
SAMN18559415,PRJNA718712,leaf,,treatment
SAMN18559416,PRJNA718712,leaf,,treatment
SAMN18559417,PRJNA718712,leaf,,treatment
SAMN18559418,PRJNA718712,leaf,,treatment
SAMN18559419,PRJNA718712,leaf,,treatment
SAMN18559420,PRJNA718712,leaf,,control
SAMN18559421,PRJNA718712,leaf,,treatment
SAMN18559422,PRJNA718712,leaf,,treatment
SAMN18588787,PRJNA719094,seed,,control
SAMN18588788,PRJNA719094,seed,,control
SAMN18588808,PRJNA719094,seed,transgenic,treatment
SAMN18588809,PRJNA719094,seed,transgenic,treatment
SAMN18588810,PRJNA719094,seed,transgenic,treatment
SAMN18588811,PRJNA719094,seed,transgenic,treatment
SAMN18588812,PRJNA719094,seed,transgenic,treatment
SAMN18588813,PRJNA719094,seed,transgenic,treatment
SAMN18588814,PRJNA719094,seed,transgenic,treatment
SAMN18588815,PRJNA719094,seed,transgenic,treatment
SAMN18588816,PRJNA719094,seed,transgenic,treatment
SAMN18588817,PRJNA719094,seed,,control
SAMN18613997,PRJNA719628,hypocotyl,,control
SAMN18613998,PRJNA719628,hypocotyl,,control
SAMN18613999,PRJNA719628,hypocotyl,,control
SAMN18614000,PRJNA719628,hypocotyl,,control
SAMN18614001,PRJNA719628,hypocotyl,,control
SAMN18614002,PRJNA719628,hypocotyl,,control
SAMN18614003,PRJNA719628,hypocotyl,,treatment
SAMN18614004,PRJNA719628,hypocotyl,,treatment
SAMN18614005,PRJNA719628,hypocotyl,,treatment
SAMN18614006,PRJNA719628,hypocotyl,,treatment
SAMN18614007,PRJNA719628,hypocotyl,,treatment
SAMN18614008,PRJNA719628,hypocotyl,,treatment
SAMN18614009,PRJNA719628,hypocotyl,,control
SAMN18614010,PRJNA719628,hypocotyl,,control
SAMN18614011,PRJNA719628,hypocotyl,,control
SAMN18614012,PRJNA719628,hypocotyl,,control
SAMN18614013,PRJNA719628,hypocotyl,,control
SAMN18614014,PRJNA719628,hypocotyl,,control
SAMN18614015,PRJNA719628,hypocotyl,,treatment
SAMN18614016,PRJNA719628,hypocotyl,,treatment
SAMN18614017,PRJNA719628,hypocotyl,,treatment
SAMN18614018,PRJNA719628,hypocotyl,mineral poisoning,treatment
SAMN18614019,PRJNA719628,hypocotyl,mineral poisoning,treatment
SAMN18614020,PRJNA719628,hypocotyl,mineral poisoning,treatment
SAMN18736571,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736572,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736573,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736574,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736575,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736576,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736577,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736578,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736579,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736580,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736581,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736582,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736583,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736584,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736585,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736586,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736587,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736588,PRJNA721706,seed,transgenic,treatment
SAMN18736589,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736590,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736591,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736592,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736593,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736594,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736595,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736596,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736597,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736598,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736599,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736600,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736601,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736602,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736603,PRJNA721706,seed,transgenic,treatment
SAMN18736604,PRJNA721706,seed,transgenic,treatment
SAMN18736605,PRJNA721706,seed,nutrient deficit,treatment
SAMN18736606,PRJNA721706,seed,transgenic,treatment
SAMN18795860,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795861,PRJNA721706,seed,transgenic,treatment
SAMN18795862,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795863,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795864,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795865,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795866,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795867,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795868,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795869,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795870,PRJNA721706,seed,transgenic,treatment
SAMN18795871,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795872,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795873,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795874,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795875,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795876,PRJNA721706,seed,transgenic,treatment
SAMN18795903,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795904,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795906,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795907,PRJNA721706,seed,transgenic,treatment
SAMN18795908,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795909,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795910,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795911,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795912,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795913,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795914,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795915,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795916,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795917,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795918,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795919,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795920,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795921,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795922,PRJNA721706,seed,nutrient deficit,treatment
SAMN18795969,PRJNA722946,leaf,transgenic,control
SAMN18795970,PRJNA722946,leaf,transgenic,control
SAMN18795971,PRJNA722946,leaf,transgenic,control
SAMN18795972,PRJNA722946,leaf,transgenic,treatment
SAMN18795973,PRJNA722946,leaf,transgenic,treatment
SAMN18795974,PRJNA722946,leaf,transgenic,treatment
SAMN18825607,PRJNA723692,leaf,virus,treatment
SAMN18825608,PRJNA723692,leaf,virus,treatment
SAMN18825610,PRJNA723692,leaf,virus,treatment
SAMN18825612,PRJNA723692,leaf,virus,treatment
SAMN18825613,PRJNA723692,leaf,virus,treatment
SAMN18825614,PRJNA723692,leaf,virus,treatment
SAMN18825616,PRJNA723692,leaf,virus,control
SAMN18825625,PRJNA723692,leaf,virus,control
SAMN18825626,PRJNA723692,leaf,virus,control
SAMN18877643,PRJNA725380,root,cold,control
SAMN18877644,PRJNA725380,root,cold,treatment
SAMN18877645,PRJNA725380,seed,cold,control
SAMN18877646,PRJNA725380,seed,cold,treatment
SAMN18877647,PRJNA725380,shoot,cold,control
SAMN18877648,PRJNA725380,shoot,cold,treatment
SAMN18877649,PRJNA725380,root,cold,control
SAMN18877650,PRJNA725380,root,cold,treatment
SAMN18877651,PRJNA725380,seed,cold,control
SAMN18877652,PRJNA725380,seed,cold,treatment
SAMN18877653,PRJNA725380,shoot,cold,control
SAMN18877654,PRJNA725380,shoot,cold,treatment
SAMN18877655,PRJNA725380,root,cold,control
SAMN18877656,PRJNA725380,root,cold,treatment
SAMN18877657,PRJNA725380,seed,cold,control
SAMN18877658,PRJNA725380,seed,cold,treatment
SAMN18877659,PRJNA725380,shoot,cold,control
SAMN18877660,PRJNA725380,shoot,cold,treatment
SAMN18877661,PRJNA725380,root,cold,control
SAMN18877662,PRJNA725380,root,cold,treatment
SAMN18877663,PRJNA725380,seed,cold,control
SAMN18877664,PRJNA725380,seed,cold,treatment
SAMN18877665,PRJNA725380,shoot,cold,control
SAMN18877666,PRJNA725380,shoot,cold,treatment
SAMN18929605,PRJNA726519,root,transgenic,control
SAMN18929611,PRJNA726519,leaf,,treatment
SAMN18929612,PRJNA726519,leaf,nutrient poisoning,treatment
SAMN18929613,PRJNA726519,leaf,transgenic,control
SAMN18929614,PRJNA726519,leaf,transgenic,control
SAMN18929615,PRJNA726519,leaf,transgenic,control
SAMN18929617,PRJNA726519,root,nutrient poisoning,treatment
SAMN18929618,PRJNA726519,root,nutrient poisoning,treatment
SAMN18929619,PRJNA726519,root,nutrient poisoning,treatment
SAMN18929620,PRJNA726519,root,nutrient poisoning,control
SAMN18929621,PRJNA726519,root,mineral poisoning,control
SAMN18929622,PRJNA726519,root,nutrient poisoning,control
SAMN18929623,PRJNA726519,root,nutrient poisoning,treatment
SAMN18929624,PRJNA726519,root,transgenic,control
SAMN18929625,PRJNA726519,root,transgenic,control
SAMN18929626,PRJNA726519,leaf,nutrient poisoning,treatment
SAMN18929627,PRJNA726519,leaf,nutrient poisoning,treatment
SAMN18929628,PRJNA726519,root,nutrient poisoning,treatment
SAMN18929629,PRJNA726519,root,transgenic,treatment
SAMN18929630,PRJNA726519,leaf,nutrient poisoning,treatment
SAMN18929631,PRJNA726519,leaf,nutrient poisoning,control
SAMN18929632,PRJNA726519,leaf,,control
SAMN18929633,PRJNA726519,leaf,nutrient poisoning,control
SAMN18929634,PRJNA726519,leaf,nutrient poisoning,treatment
SAMN18962943,PRJNA726823,flower,transgenic,control
SAMN18962944,PRJNA726823,flower,transgenic,control
SAMN18962945,PRJNA726823,flower,transgenic,control
SAMN18962946,PRJNA726823,flower,transgenic,treatment
SAMN18962947,PRJNA726823,flower,transgenic,treatment
SAMN18962948,PRJNA726823,flower,transgenic,treatment
SAMN19021058,PRJNA727448,root,nutrient deficit,treatment
SAMN19021060,PRJNA727448,root,nutrient deficit,treatment
SAMN19021062,PRJNA727448,root,nutrient deficit,treatment
SAMN19021064,PRJNA727448,root,nutrient deficit,treatment
SAMN19021066,PRJNA727448,root,nutrient deficit,treatment
SAMN19021068,PRJNA727448,root,nutrient deficit,treatment
SAMN19021070,PRJNA727448,root,nutrient deficit,treatment
SAMN19021072,PRJNA727448,root,nutrient deficit,treatment
SAMN19021074,PRJNA727448,root,nutrient deficit,treatment
SAMN19021076,PRJNA727448,root,nutrient deficit,treatment
SAMN19021078,PRJNA727448,root,nutrient deficit,treatment
SAMN19021080,PRJNA727448,root,nutrient deficit,treatment
SAMN19217946,PRJNA728527,root,mineral poisoning,treatment
SAMN19217947,PRJNA728527,root,mineral poisoning,treatment
SAMN19217948,PRJNA728527,root,mineral poisoning,treatment
SAMN19217949,PRJNA728527,root,mineral poisoning,treatment
SAMN19217950,PRJNA728527,root,mineral poisoning,control
SAMN19217951,PRJNA728527,root,mineral poisoning,control
SAMN19217952,PRJNA728527,root,mineral poisoning,control
SAMN19217953,PRJNA728527,root,mineral poisoning,control
SAMN19156971,PRJNA729722,root,,control
SAMN19243690,PRJNA730888,leaf,virus,treatment
SAMN19243691,PRJNA730888,leaf,virus,treatment
SAMN19243692,PRJNA730888,leaf,virus,treatment
SAMN19243693,PRJNA730888,leaf,virus,treatment
SAMN19243694,PRJNA730888,leaf,virus,treatment
SAMN19243695,PRJNA730888,leaf,virus,treatment
SAMN19243696,PRJNA730888,leaf,virus,treatment
SAMN19243697,PRJNA730888,leaf,virus,treatment
SAMN19243698,PRJNA730888,leaf,virus,treatment
SAMN19243699,PRJNA730888,leaf,virus,treatment
SAMN19243700,PRJNA730888,leaf,virus,treatment
SAMN19243701,PRJNA730888,leaf,virus,treatment
SAMN19243702,PRJNA730888,leaf,virus,treatment
SAMN19243703,PRJNA730888,leaf,virus,treatment
SAMN19243704,PRJNA730888,leaf,virus,treatment
SAMN19243705,PRJNA730888,leaf,virus,treatment
SAMN19243706,PRJNA730888,leaf,virus,treatment
SAMN19243707,PRJNA730888,leaf,virus,treatment
SAMN19243708,PRJNA730888,leaf,virus,treatment
SAMN19243709,PRJNA730888,leaf,virus,treatment
SAMN19243710,PRJNA730888,leaf,virus,treatment
SAMN19243711,PRJNA730888,leaf,virus,treatment
