biosample,control,ctrl,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fung,sporus,iron,aluminum,cadmium,cold,temperature,nitrogen,heat
SAMN36760674,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-2-2 at low temperature treatment for 12 hours'},{},{}
SAMN14614946,"{'isolate_sam_ss_dpl100': 'control4', 'isolate': 'control4'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760709,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R89-5-1 at non-low temperature treatment for 48 hours'},{},{}
SAMN04125388,"{'treatment_sam_ss_dpl55': 'Elevated [CO2] and 0 min of drought stress (control)-Biological replicate 2', 'treatment': 'Elevated [CO2] and 0 min of drought stress (control)-Biological replicate 2'}",{},"{'treatment_sam_ss_dpl55': 'Elevated [CO2] and 0 min of drought stress (control)-Biological replicate 2', 'treatment': 'Elevated [CO2] and 0 min of drought stress (control)-Biological replicate 2'}","{'treatment_sam_ss_dpl55': 'Elevated [CO2] and 0 min of drought stress (control)-Biological replicate 2', 'treatment': 'Elevated [CO2] and 0 min of drought stress (control)-Biological replicate 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520076,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'infestation', 'stage_sam': '48 hours after infestation', 'title': 'Dongnong47 48HAI infestation rep1', 'treatment': 'infestation', 'Stage': '48 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN13520097,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'infestation', 'stage_sam': '96 hours after infestation', 'title': 'P746 96HAI infestation rep2', 'treatment': 'infestation', 'Stage': '96 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN03014478,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'water_deficit_24hr', 'treatment': 'water_deficit_24hr'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN34546143,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with Bradyrhizobium diazoefficiens USDA110', 'treatment': 'Inoculated with Bradyrhizobium diazoefficiens USDA110'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359671,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 612611 (G2), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN22841332,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'IsoClark scion on IsoClark rootstock (Iso/Iso), 120 minutes after transfer, rep 1 root tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN37004684,{},{},{},{},{},"{'title': 'RNAseq, Williams 82, 16 hpi, inoculated2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25290797,{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'high oleic acid content', 'isolate': 'high oleic acid content'}",{},{},{},{},{},{},{},{},{}
SAMN36630248,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'title': 'Combined acidity+water deficit+low phosphate+salinity leaves replicate 2', 'treatment': 'Acidity+water deficit+low phosphate+salinity'}",{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate+salinity', 'title': 'Combined acidity+water deficit+low phosphate+salinity leaves replicate 2', 'treatment': 'Acidity+water deficit+low phosphate+salinity'}",{},{},{},{},{},{},{},{},{}
SAMN34546146,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with Bradyrhizobium diazoefficiens USDA110', 'treatment': 'Inoculated with Bradyrhizobium diazoefficiens USDA110'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004725,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, NE2701, 4 hpi, control3', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18877645,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN01886349,{'title': 'R-11268-RNA-Seq-rep2 control'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841291,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'IsoClark scion on Clark rootstock (Iso/Clk), 120 minutes after transfer, rep 3 leaf tissue, sufficient iron', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN20971787,{},{},{},{},{},{'source_name_sam': '7 day old hypocotyls inoculated with Phytophthora sojae'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN27921922,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with sterile water', 'treatment': 'Inoculated with sterile water'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05908873,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29914734,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760683,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-5-2 at non-low temperature treatment for 48 hours'},{},{}
SAMN05580225,"{'source_name_sam': 'Line Williams 82_Depodding_Control4', 'sample_group_sam_s_dpl128': 'Control', 'title': 'Depodding_Control4.2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513356,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03173246,"{'treatment_sam_ss_dpl55': 'WX control', 'treatment': 'WX control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09241867,{},{},"{'isolate_sam_ss_dpl100': 'Without Water Stress', 'title': 'ER48 infected with B. elkanii without water stress', 'isolate': 'Without Water Stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18877659,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36760680,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-4-2 at low temperature treatment for 36 hours'},{},{}
SAMN14642773,"{'sample_name': 'C08-Root-control-3', 'library_name': 'C08-Root-control-3', 'primary_search': ""['14642773', '627909', 'C08-Root-control-3', 'FCHJ2MHCCXY_L8_HKRDSOYdfoEAACRAAPEI-206_1.fq.gz', 'PRJNA627909', 'SAMN14642773', 'SRP258819', 'SRR11622357', 'SRS6545508', 'SRX8186502']"", 'title': 'RNAseq of soybean root control replcate 3', 'Sample name': 'C08-Root-control-3'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with Sinorhizobium fredii CCBAU25509', 'treatment': 'Inoculated with Sinorhizobium fredii CCBAU25509'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841319,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'IsoClark scion on IsoClark rootstock (Iso/Iso), 30 minutes after transfer, rep 1 leaf tissue, sufficient iron', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN27921921,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with sterile water', 'treatment': 'Inoculated with sterile water'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN01886353,{'title': 'R-11272-RNA-Seq-rep3 control'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359869,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 548533 (G17), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN09513395,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03755606,"{'source_name_sam': 'leaves_ZT0_8h_control', 'title': 'ZT0-8h_Control-R3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38355141,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'The plants were inoculated with Rhizobium and subjected to POA treatment.', 'treatment': 'The plants were inoculated with Rhizobium and subjected to POA treatment.'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03473676,{},{},{},{},{},{},{},{},{'treatment_stage_sam': '48 h after aphid infestation'},{},{},{},{},{},{},{},{},{},{},{}
SAMN30428957,{},{},"{'isolate_sam_ss_dpl100': 'Root2 of Glycine max under stress', 'isolate': 'Root2 of Glycine max under stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10588609,{},{},"{'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201', 'treatment': 'produced under Early Soybean Production System heat stress in Stoneville, MO 201'}"
SAMN18877666,{},{},"{'treatment_sam_ss_dpl55': 'stress', 'treatment': 'stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099654,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Fusarium virgliforme Inoculated', 'title': 'Soybean root inoculated with Fusarium viguliforme at 10 DPI mRNA', 'treatment': 'Fusarium virgliforme Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841292,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'IsoClark scion on Clark rootstock (Iso/Clk), 120 minutes after transfer, rep 3 root tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN31760294,{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean flower ovary replicate 2', 'treatment': 'Heat stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Heat stress', 'title': 'Heat stress soybean flower ovary replicate 2', 'treatment': 'Heat stress'}"
SAMN08912398,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'sample_name': 'Xu_Heat_1', 'library_name': 'Xu_Heat_1', 'primary_search': ""['449574', '8912398', 'PRJNA449574', 'SAMN08912398', 'SRP139514', 'SRR6983157', 'SRS3157899', 'SRX3923425', 'Xu_Heat_1', 'Xu_Heat_1.fq.gz']"", 'Sample name': 'Xu_Heat_1'}"
SAMN01886350,{'title': 'R-11268-RNA-Seq-rep3 control'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09721527,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'title': 'B3: Cold treatment 1 hour rep3'},{},{},{}
SAMN36630250,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate', 'title': 'Combined acidity+water deficit+low phosphate leaves replicate 3', 'treatment': 'Acidity+water deficit+low phosphate'}",{},{},"{'treatment_sam_ss_dpl55': 'Acidity+water deficit+low phosphate', 'title': 'Combined acidity+water deficit+low phosphate leaves replicate 3', 'treatment': 'Acidity+water deficit+low phosphate'}",{},{},{},{},{},{},{},{},{}
SAMN21359878,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Root tissue, PI 547430 (G18), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN05327841,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': '48 hours after infestation', 'treatment': '48 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN21359823,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 092465 (G9), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN21359815,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 153280 (G8), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN29914703,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN20971791,{},{},{},{},{},"{'source_name_sam': '7 day old hypocotyls inoculated with Phytophthora sojae', 'title': 'Mock-inoculated Williams rep 1 [WM-1a]'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359862,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Root tissue, PI 068685 (G15), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMD00235540,{},{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS1]', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}",{},{},{},{},{},{},{}
SAMN15350938,{},{},"{'treatment_sam_ss_dpl55': 'drought stress', 'treatment': 'drought stress'}","{'treatment_sam_ss_dpl55': 'drought stress', 'treatment': 'drought stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12792925,"{'isolate_sam_ss_dpl100': 'control2', 'isolate': 'control2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760311,{'title': 'Control soybean flower anther replicate 3'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004714,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Senaki, 2 hpi, control2', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30722360,"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'RNA of anther samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther samples of high temperature stress treated and control soybean'}",{},{}
SAMN29220787,"{'sample_name': 'M_control_T5_117', 'treatment_sam_ss_dpl55': 'control', 'primary_search': ""['29220787', '851273', 'M_control_T5_117', 'PRJNA851273', 'SAMN29220787', 'SRP382849', 'SRR19761371', 'SRS13498077', 'SRX15806054', 'T5_117', 'T5_117_1.fq.gz', 'bp0']"", 'title': 'Mandarin control', 'treatment': 'control', 'Sample name': 'M_control_T5_117'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33196663,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Low temperature treatment of transgenic plants at 6 Celsius', 'isolate': 'Low temperature treatment of transgenic plants at 6 Celsius'}",{},{}
SAMN31760286,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'Water deficit soybean flower stigma replicate 1', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12727368,{},{},{},{},{},{'source_name_sam': 'SMV-G7 inoculated leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30722368,"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'RNA of anther and leaf samples of high temperature stress treated and control soybean', 'isolate': 'RNA of anther and leaf samples of high temperature stress treated and control soybean'}",{},{}
SAMN12727374,{},{},{},{},{},{'source_name_sam': 'SMV-G7 inoculated leaf'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25290787,{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'low oleic acid content', 'isolate': 'low oleic acid content'}",{},{},{},{},{},{},{},{},{}
SAMN22841290,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'IsoClark scion on Clark rootstock (Iso/Clk), 120 minutes after transfer, rep 3 leaf tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN15350932,"{'genotype_sam_ss_dpl92': 'control', 'replicate_sam_ss_dpl121': 'Control treated biological replicate 1', 'title': 'Control treated', 'genotype': 'control', 'Replicate': 'Control treated biological replicate 1'}",{},"{'treatment_sam_ss_dpl55': 'drought stress', 'treatment': 'drought stress'}","{'treatment_sam_ss_dpl55': 'drought stress', 'treatment': 'drought stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05580212,"{'source_name_sam': 'Line Williams 82_Depodding_Control2', 'sample_group_sam_s_dpl128': 'Control', 'title': 'Depodding_Control2.1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099662,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Fusarium virgliforme Inoculated', 'title': 'Soybean root inoculated with Fusarium viguliforme at 0 DPI mRNA', 'treatment': 'Fusarium virgliforme Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099660,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Fusarium virgliforme Inoculated', 'title': 'Soybean root inoculated with Fusarium viguliforme at 10 DPI mRNA', 'treatment': 'Fusarium virgliforme Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10721163,{},{},{},{},{},{},{},{},"{'age_sam': '5 day post aphid infestation', 'age': '5 day post aphid infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN21359756,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 054854 (G16), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN33330369,"{'sample_name': 'Control3', 'primary_search': ""['33330369', '935962', 'CK3_input_CleanData_R1.fastq.gz', 'Control3', 'M6A3', 'PRJNA935962', 'SAMN33330369', 'SRP423828', 'SRR23580950', 'SRS16860085', 'SRX19467666']"", 'Sample name': 'Control3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN18877662,{},{},"{'treatment_sam_ss_dpl55': 'stress', 'treatment': 'stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30758610,{},{},"{'treatment_sam_ss_dpl55': '7D vermiculite then non-stress hydroponic conditions for 13D then 1D -Fe conditions', 'treatment': '7D vermiculite then non-stress hydroponic conditions for 13D then 1D -Fe conditions'}",{},{},{},{},{},{},{},{},{},{},{'ion_stress_sam': 'iron deficient'},{},{},{},{},{},{}
SAMEA5071871,"{'library_name': 'Control 2_p', 'sample_name_sam': '[E-MTAB-7379:Control 2]', 'primary_search': ""['10858375', '540805', 'E-MTAB-7379', 'E-MTAB-7379:Control 2', 'E-MTAB-7379:Control 2_p', 'E-MTAB-7379:R2.S004620_GCCAAT_L001', 'ERP111880', 'ERR2881734', 'ERS2883240', 'ERX2886683', 'PRJEB29567', 'SAMEA5071871']"", 'submitter_id_sam': 'E-MTAB-7379:Control 2'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760324,{'title': 'Control soybean flower sepal replicate 2'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
